f_menu,f_name,f_topic,f_ctype,f_buyers,anchor_n2,rank,rec_menu,rec_name,rec_topic,rec_ctype,rec_price,conf_pct,lift,pair_n,same_menu
42392,2025년 솔로 탈출 시기,연애,사주,721,601,3,44274,🔋질문권 충전 (5개),기타,?,4500.0,5.7,50.88,34,0
42392,2025년 솔로 탈출 시기,연애,사주,721,601,4,43513,2025 을사년 운세: 사랑과 인연,연애,사주,19500.0,5.3,2.71,32,0
42392,2025년 솔로 탈출 시기,연애,사주,721,601,5,23878,내 운명 지금 어디 있을까?,연애,사주,18000.0,3.2,2.78,19,0
31435,지금 날 간절히 원하는 사람 누구일까?,연애,타로,691,580,1,2505,지금 날 좋아하는 사람은?,연애,타로,1500.0,7.9,3.69,46,0
31435,지금 날 간절히 원하는 사람 누구일까?,연애,타로,691,580,2,2141,그 사람의 속마음,연애,타로,1500.0,7.6,1.47,44,0
31435,지금 날 간절히 원하는 사람 누구일까?,연애,타로,691,580,3,31436,(미상:31436),연애,타로,,4.0,122.51,23,0
31435,지금 날 간절히 원하는 사람 누구일까?,연애,타로,691,580,4,13663,어떤 사람과 사귈 운명일까?,연애,타로,1500.0,3.4,1.99,20,0
31435,지금 날 간절히 원하는 사람 누구일까?,연애,타로,691,580,5,21964,내 사주에 연애 상대 몇 명 있을까?,연애,사주,24000.0,3.4,1.94,20,0
20974,타고난 부(富): 내 사주 재물운과 평생 모을 재산은?,재물금전,사주,689,437,1,20974,타고난 부(富): 내 사주 재물운과 평생 모을 재산은?,재물금전,사주,18000.0,5.7,11.2,25,1
20974,타고난 부(富): 내 사주 재물운과 평생 모을 재산은?,재물금전,사주,689,437,2,2165,사주로 보는 재물운,재물금전,사주,1500.0,4.6,6.27,20,0
20974,타고난 부(富): 내 사주 재물운과 평생 모을 재산은?,재물금전,사주,689,437,3,22790,(추천할인) 일생 풀이: 천운과 타고난 복(福),일반운세,사주,21000.0,3.2,58.37,14,0
20974,타고난 부(富): 내 사주 재물운과 평생 모을 재산은?,재물금전,사주,689,437,4,20182,(추천할인) 내 인생 언제 필까? 3번의 기회,일반운세,사주,18000.0,3.2,22.76,14,0
20974,타고난 부(富): 내 사주 재물운과 평생 모을 재산은?,재물금전,사주,689,437,5,43216,2025년 신년운세 보고서,총운,사주,37500.0,3.0,3.65,13,0
43683,[창광] 25년 을사년 사랑운과 인연운,연애,사주,666,507,1,43513,2025 을사년 운세: 사랑과 인연,연애,사주,19500.0,10.5,5.33,53,0
43683,[창광] 25년 을사년 사랑운과 인연운,연애,사주,666,507,2,42952,내 사주에 쓰인 운명의 배우자,연애,사주,18000.0,4.5,2.64,23,0
43683,[창광] 25년 을사년 사랑운과 인연운,연애,사주,666,507,3,2505,지금 날 좋아하는 사람은?,연애,타로,1500.0,4.3,2.02,22,0
43683,[창광] 25년 을사년 사랑운과 인연운,연애,사주,666,507,4,43216,2025년 신년운세 보고서,총운,사주,37500.0,3.4,4.11,17,0
43683,[창광] 25년 을사년 사랑운과 인연운,연애,사주,666,507,5,43117,내 사주의 사랑운: 연애만? 결혼까지!,연애,사주,18000.0,3.4,2.7,17,0
51565,2025년 하반기 솔로 탈출 시기,연애,사주,658,468,1,50312,2025 을사년 하반기 애정운,연애,사주,21750.0,7.9,7.47,37,0
51565,2025년 하반기 솔로 탈출 시기,연애,사주,658,468,2,2505,지금 날 좋아하는 사람은?,연애,타로,1500.0,6.6,3.08,31,0
51565,2025년 하반기 솔로 탈출 시기,연애,사주,658,468,3,2141,그 사람의 속마음,연애,타로,1500.0,6.4,1.24,30,0
51565,2025년 하반기 솔로 탈출 시기,연애,사주,658,468,4,13663,어떤 사람과 사귈 운명일까?,연애,타로,1500.0,4.1,2.34,19,0
51565,2025년 하반기 솔로 탈출 시기,연애,사주,658,468,5,55723,2026년 솔로 탈출 시기,연애,사주,24000.0,3.6,5.33,17,0
24572,"{{이름}}[[이의/의]] 운명의 인연, 언제 만날까?",연애,사주,649,511,1,21964,내 사주에 연애 상대 몇 명 있을까?,연애,사주,24000.0,5.5,3.09,28,0
24572,"{{이름}}[[이의/의]] 운명의 인연, 언제 만날까?",연애,사주,649,511,2,13663,어떤 사람과 사귈 운명일까?,연애,타로,1500.0,4.5,2.59,23,0
24572,"{{이름}}[[이의/의]] 운명의 인연, 언제 만날까?",연애,사주,649,511,3,23878,내 운명 지금 어디 있을까?,연애,사주,18000.0,4.3,3.79,22,0
24572,"{{이름}}[[이의/의]] 운명의 인연, 언제 만날까?",연애,사주,649,511,4,2141,그 사람의 속마음,연애,타로,1500.0,3.7,0.72,19,0
24572,"{{이름}}[[이의/의]] 운명의 인연, 언제 만날까?",연애,사주,649,511,5,2505,지금 날 좋아하는 사람은?,연애,타로,1500.0,3.3,1.55,17,0
2328,내 운명의 상대,연애,사주,612,429,1,23878,내 운명 지금 어디 있을까?,연애,사주,18000.0,6.8,5.95,29,0
2328,내 운명의 상대,연애,사주,612,429,2,21964,내 사주에 연애 상대 몇 명 있을까?,연애,사주,24000.0,6.1,3.42,26,0
2328,내 운명의 상대,연애,사주,612,429,3,20248,(추천할인)내 인생 황금기와 암흑기: 사주팔자 풀이,일반운세,사주,18000.0,3.5,60.6,15,0
2328,내 운명의 상대,연애,사주,612,429,4,22360,사주로 보는 내 결혼 상대는?,결혼,사주,18000.0,3.3,3.45,14,0
2328,내 운명의 상대,연애,사주,612,429,5,33646,(미상:33646),연애,사주,,3.0,4.5,13,0
47506,"재회 사주, 속마음 타로: {{이름}}님은 n일 뒤 재회합니다",연애,사주,596,456,1,400,다시 만날 수 있을까,연애,타로,1500.0,12.9,3.17,59,0
47506,"재회 사주, 속마음 타로: {{이름}}님은 n일 뒤 재회합니다",연애,사주,596,456,2,2142,재회확률 높이는 법,연애,타로,1500.0,12.9,6.32,59,0
47506,"재회 사주, 속마음 타로: {{이름}}님은 n일 뒤 재회합니다",연애,사주,596,456,3,28894,재회 사주: 그 사람과 다시 만날 운명일까?,연애,사주,27000.0,6.8,4.31,31,0
47506,"재회 사주, 속마음 타로: {{이름}}님은 n일 뒤 재회합니다",연애,사주,596,456,4,49816,재회 사주: 헤어져도 다시 만날 필연,연애,?,27000.0,4.8,6.75,22,0
47506,"재회 사주, 속마음 타로: {{이름}}님은 n일 뒤 재회합니다",연애,사주,596,456,5,50312,2025 을사년 하반기 애정운,연애,사주,21750.0,4.2,3.94,19,0
43685,[창광] 25년 을사년 직업운과 합격운,학업직업,사주,594,382,1,43683,[창광] 25년 을사년 사랑운과 인연운,연애,사주,18000.0,8.6,14.05,33,0
43685,[창광] 25년 을사년 직업운과 합격운,학업직업,사주,594,382,2,2202,사주로 보는 직업운,학업직업,사주,1500.0,8.1,6.44,31,0
43685,[창광] 25년 을사년 직업운과 합격운,학업직업,사주,594,382,3,2425,이달의 합격운,학업직업,사주,3000.0,6.5,24.47,25,0
43685,[창광] 25년 을사년 직업운과 합격운,학업직업,사주,594,382,4,43684,[창광] 25년 을사년 재물운과 문서운,재물금전,사주,18000.0,4.7,26.36,18,0
43685,[창광] 25년 을사년 직업운과 합격운,학업직업,사주,594,382,5,43216,2025년 신년운세 보고서,총운,사주,37500.0,4.2,5.14,16,0
18705,나는 결혼해도 되는 사주일까?,결혼,사주,581,385,1,21964,내 사주에 연애 상대 몇 명 있을까?,연애,사주,24000.0,5.5,3.08,21,0
18705,나는 결혼해도 되는 사주일까?,결혼,사주,581,385,2,22360,사주로 보는 내 결혼 상대는?,결혼,사주,18000.0,3.9,4.11,15,0
18705,나는 결혼해도 되는 사주일까?,결혼,사주,581,385,3,42952,내 사주에 쓰인 운명의 배우자,연애,사주,18000.0,3.6,2.12,14,0
18705,나는 결혼해도 되는 사주일까?,결혼,사주,581,385,4,43513,2025 을사년 운세: 사랑과 인연,연애,사주,19500.0,2.6,1.32,10,0
18705,나는 결혼해도 되는 사주일까?,결혼,사주,581,385,5,43216,2025년 신년운세 보고서,총운,사주,37500.0,2.6,3.19,10,0
28729,내 운이 트이는 동네는?(서울편),일반운세,사주,549,323,1,30282,내 운이 트이는 동네는?(경기도 편),일반운세,사주,24000.0,7.7,109.99,25,0
28729,내 운이 트이는 동네는?(서울편),일반운세,사주,549,323,2,28729,내 운이 트이는 동네는?(서울편),일반운세,사주,24000.0,7.1,37.2,23,1
28729,내 운이 트이는 동네는?(서울편),일반운세,사주,549,323,3,2202,사주로 보는 직업운,학업직업,사주,1500.0,6.5,5.16,21,0
28729,내 운이 트이는 동네는?(서울편),일반운세,사주,549,323,4,2165,사주로 보는 재물운,재물금전,사주,1500.0,4.6,6.36,15,0
28729,내 운이 트이는 동네는?(서울편),일반운세,사주,549,323,5,22360,사주로 보는 내 결혼 상대는?,결혼,사주,18000.0,2.8,2.94,9,0
41764,(미상:41764),연애,사주,529,401,1,41402,(미상:41402),연애,사주,,12.5,14.69,50,0
41764,(미상:41764),연애,사주,529,401,2,40510,(미상:40510),연애,사주,,9.0,11.97,36,0
41764,(미상:41764),연애,사주,529,401,3,2141,그 사람의 속마음,연애,타로,1500.0,5.5,1.06,22,0
41764,(미상:41764),연애,사주,529,401,4,21964,내 사주에 연애 상대 몇 명 있을까?,연애,사주,24000.0,3.7,2.11,15,0
41764,(미상:41764),연애,사주,529,401,5,43117,내 사주의 사랑운: 연애만? 결혼까지!,연애,사주,18000.0,3.5,2.81,14,0
2165,사주로 보는 재물운,재물금전,사주,528,294,1,2165,사주로 보는 재물운,재물금전,사주,1500.0,9.5,13.04,28,1
2165,사주로 보는 재물운,재물금전,사주,528,294,2,2202,사주로 보는 직업운,학업직업,사주,1500.0,9.2,7.29,27,0
2165,사주로 보는 재물운,재물금전,사주,528,294,3,20974,타고난 부(富): 내 사주 재물운과 평생 모을 재산은?,재물금전,사주,18000.0,5.8,11.32,17,0
2165,사주로 보는 재물운,재물금전,사주,528,294,4,2465,사주로 보는 내 전성기,일반운세,사주,9000.0,5.8,30.43,17,0
2165,사주로 보는 재물운,재물금전,사주,528,294,5,2141,그 사람의 속마음,연애,타로,1500.0,3.7,0.73,11,0
43686,"[창광] 신년운세 통합본 ""2025년 을사년""",총운,사주,518,320,1,43513,2025 을사년 운세: 사랑과 인연,연애,사주,19500.0,9.7,4.94,31,0
43686,"[창광] 신년운세 통합본 ""2025년 을사년""",총운,사주,518,320,2,43216,2025년 신년운세 보고서,총운,사주,37500.0,5.3,6.52,17,0
43686,"[창광] 신년운세 통합본 ""2025년 을사년""",총운,사주,518,320,3,42952,내 사주에 쓰인 운명의 배우자,연애,사주,18000.0,5.0,2.91,16,0
43686,"[창광] 신년운세 통합본 ""2025년 을사년""",총운,사주,518,320,4,41566,2025년 놓치면 안 될 3번의 기회,일반운세,사주,21000.0,3.8,25.14,12,0
43686,"[창광] 신년운세 통합본 ""2025년 을사년""",총운,사주,518,320,5,42062,사주 살풀이: 타고난 살과 2025년의 살,일반운세,사주,21450.0,3.4,7.8,11,0
41368,(미상:41368),총운,사주,515,334,1,43216,2025년 신년운세 보고서,총운,사주,37500.0,7.5,9.19,25,0
41368,(미상:41368),총운,사주,515,334,2,26515,(추천할인) 사주로 보는 결혼수: 나는 언제 결혼할까?,결혼,사주,21000.0,6.9,97.86,23,0
41368,(미상:41368),총운,사주,515,334,3,41402,(미상:41402),연애,사주,,3.9,4.59,13,0
41368,(미상:41368),총운,사주,515,334,4,2202,사주로 보는 직업운,학업직업,사주,1500.0,2.7,2.14,9,0
41368,(미상:41368),총운,사주,515,334,5,34636,내 사주에 자녀 몇 명일까?: 타고난 재능과 성공운까지,가족자녀,사주,9000.0,2.4,6.75,8,0
37705,재회 vs 작별: 운명에 새겨진 우리의 엔딩,연애,사주,506,405,1,400,다시 만날 수 있을까,연애,타로,1500.0,9.1,2.24,37,0
37705,재회 vs 작별: 운명에 새겨진 우리의 엔딩,연애,사주,506,405,2,28894,재회 사주: 그 사람과 다시 만날 운명일까?,연애,사주,27000.0,8.4,5.33,34,0
37705,재회 vs 작별: 운명에 새겨진 우리의 엔딩,연애,사주,506,405,3,25978,D-DAY 재회 타로: 다시 만날 수 있을까?,연애,타로,18000.0,5.9,6.06,24,0
37705,재회 vs 작별: 운명에 새겨진 우리의 엔딩,연애,사주,506,405,4,37871,[판밍밍 추천] D-DAY 재회 타로 : 다시 만날 수 있을까?,연애,타로,18000.0,5.2,175.44,21,0
37705,재회 vs 작별: 운명에 새겨진 우리의 엔딩,연애,사주,506,405,5,18270,그 사람 아직 나한테 미련 있을까?,연애,타로,10500.0,4.7,7.11,19,0
25297,사주로 보는 그 사람의 속마음,연애,사주,502,430,1,2141,그 사람의 속마음,연애,타로,1500.0,9.8,1.9,42,0
25297,사주로 보는 그 사람의 속마음,연애,사주,502,430,2,25297,사주로 보는 그 사람의 속마음,연애,사주,18000.0,6.5,13.61,28,1
25297,사주로 보는 그 사람의 속마음,연애,사주,502,430,3,26214,그 사람도 날 좋아할까?,연애,타로,15000.0,3.7,9.02,16,0
25297,사주로 보는 그 사람의 속마음,연애,사주,502,430,4,16426,좋아하는 그 사람의 속마음은?,연애,타로,10500.0,3.7,8.93,16,0
25297,사주로 보는 그 사람의 속마음,연애,사주,502,430,5,18639,걔는 나를 연애 상대로 볼까?,연애,타로,9000.0,3.0,12.86,13,0
2236,전연인 어떻게 지낼까,연애,타로,500,426,1,400,다시 만날 수 있을까,연애,타로,1500.0,20.2,4.95,86,0
2236,전연인 어떻게 지낼까,연애,타로,500,426,2,2217,그날 헤어지지 않았다면,연애,타로,1500.0,16.0,38.71,68,0
2236,전연인 어떻게 지낼까,연애,타로,500,426,3,2142,재회확률 높이는 법,연애,타로,1500.0,7.7,3.78,33,0
2236,전연인 어떻게 지낼까,연애,타로,500,426,4,2196,헤어진 사람 잊는 법,연애,타로,1500.0,6.8,26.43,29,0
2236,전연인 어떻게 지낼까,연애,타로,500,426,5,16377,3개월 안에 다시 만날 수 있을까?,연애,타로,9000.0,5.2,13.39,22,0
44899,임신 타로: 이번 달 우리 아기 찾아올까?,가족자녀,타로,468,207,1,34636,내 사주에 자녀 몇 명일까?: 타고난 재능과 성공운까지,가족자녀,사주,9000.0,19.3,54.49,40,0
44899,임신 타로: 이번 달 우리 아기 찾아올까?,가족자녀,타로,468,207,2,49519,임신운 풀이: 삼신할매가 점지한 우리 아가,가족자녀,?,31500.0,10.6,55.12,22,0
44899,임신 타로: 이번 달 우리 아기 찾아올까?,가족자녀,타로,468,207,3,46384,이번 달 임신 확률은?,가족자녀,타로,18000.0,7.7,93.09,16,0
44899,임신 타로: 이번 달 우리 아기 찾아올까?,가족자녀,타로,468,207,4,51301,사주+타로: 임신운 심층 분석,가족자녀,?,31500.0,7.2,48.57,15,0
44899,임신 타로: 이번 달 우리 아기 찾아올까?,가족자녀,타로,468,207,5,44899,임신 타로: 이번 달 우리 아기 찾아올까?,가족자녀,타로,29250.0,4.8,29.34,10,1
18270,그 사람 아직 나한테 미련 있을까?,연애,타로,465,402,1,400,다시 만날 수 있을까,연애,타로,1500.0,20.4,5.0,82,0
18270,그 사람 아직 나한테 미련 있을까?,연애,타로,465,402,2,2142,재회확률 높이는 법,연애,타로,1500.0,7.7,3.77,31,0
18270,그 사람 아직 나한테 미련 있을까?,연애,타로,465,402,3,25978,D-DAY 재회 타로: 다시 만날 수 있을까?,연애,타로,18000.0,6.0,6.1,24,0
18270,그 사람 아직 나한테 미련 있을까?,연애,타로,465,402,4,28894,재회 사주: 그 사람과 다시 만날 운명일까?,연애,사주,27000.0,5.2,3.31,21,0
18270,그 사람 아직 나한테 미련 있을까?,연애,타로,465,402,5,2141,그 사람의 속마음,연애,타로,1500.0,4.7,0.92,19,0
47935,재회OX궁합: 붙잡을 운명 vs 놓아줄 인연,연애,사주,458,331,1,49816,재회 사주: 헤어져도 다시 만날 필연,연애,?,27000.0,8.5,11.83,28,0
47935,재회OX궁합: 붙잡을 운명 vs 놓아줄 인연,연애,사주,458,331,2,400,다시 만날 수 있을까,연애,타로,1500.0,8.2,2.0,27,0
47935,재회OX궁합: 붙잡을 운명 vs 놓아줄 인연,연애,사주,458,331,3,50312,2025 을사년 하반기 애정운,연애,사주,21750.0,6.3,5.99,21,0
47935,재회OX궁합: 붙잡을 운명 vs 놓아줄 인연,연애,사주,458,331,4,28894,재회 사주: 그 사람과 다시 만날 운명일까?,연애,사주,27000.0,6.0,3.83,20,0
47935,재회OX궁합: 붙잡을 운명 vs 놓아줄 인연,연애,사주,458,331,5,47935,재회OX궁합: 붙잡을 운명 vs 놓아줄 인연,연애,사주,27000.0,5.7,17.14,19,1
21799,월지로 보는 인연: 배우자가 될 3명의 후보,연애,사주,448,352,1,42952,내 사주에 쓰인 운명의 배우자,연애,사주,18000.0,6.5,3.81,23,0
21799,월지로 보는 인연: 배우자가 될 3명의 후보,연애,사주,448,352,2,47704,삼신할매가 점지한 내 진짜 인연 VS 가짜 인연,연애,?,24000.0,5.7,4.41,20,0
21799,월지로 보는 인연: 배우자가 될 3명의 후보,연애,사주,448,352,3,2141,그 사람의 속마음,연애,타로,1500.0,4.5,0.88,16,0
21799,월지로 보는 인연: 배우자가 될 3명의 후보,연애,사주,448,352,4,43117,내 사주의 사랑운: 연애만? 결혼까지!,연애,사주,18000.0,4.0,3.2,14,0
21799,월지로 보는 인연: 배우자가 될 3명의 후보,연애,사주,448,352,5,2505,지금 날 좋아하는 사람은?,연애,타로,1500.0,3.1,1.45,11,0
57670,2026 병오년 운세: 사랑과 인연,연애,사주,436,254,1,55723,2026년 솔로 탈출 시기,연애,사주,24000.0,8.7,12.72,22,0
57670,2026 병오년 운세: 사랑과 인연,연애,사주,436,254,2,57835,[추가구매] 2026 병오년 운세: 사랑과 인연,연애,사주,9000.0,6.7,279.74,17,0
57670,2026 병오년 운세: 사랑과 인연,연애,사주,436,254,3,55360,2026년 신년운세 보고서,총운,사주,37500.0,5.5,13.1,14,0
57670,2026 병오년 운세: 사랑과 인연,연애,사주,436,254,4,2141,그 사람의 속마음,연애,타로,1500.0,5.1,0.99,13,0
57670,2026 병오년 운세: 사랑과 인연,연애,사주,436,254,5,57670,2026 병오년 운세: 사랑과 인연,연애,사주,19500.0,4.3,9.19,11,1
26502,사주로 보는 결혼수: 나는 언제 결혼할까?,결혼,사주,423,332,1,27376,결혼 OX 궁합: 이 사람과 결혼해도 될까?,결혼,사주,21000.0,4.8,5.7,16,0
26502,사주로 보는 결혼수: 나는 언제 결혼할까?,결혼,사주,423,332,2,2166,그 사람과 나의 사주 궁합,연애,사주,21000.0,4.5,3.66,15,0
26502,사주로 보는 결혼수: 나는 언제 결혼할까?,결혼,사주,423,332,3,21964,내 사주에 연애 상대 몇 명 있을까?,연애,사주,24000.0,4.2,2.38,14,0
26502,사주로 보는 결혼수: 나는 언제 결혼할까?,결혼,사주,423,332,4,18705,나는 결혼해도 되는 사주일까?,결혼,사주,3000.0,3.6,5.19,12,0
26502,사주로 보는 결혼수: 나는 언제 결혼할까?,결혼,사주,423,332,5,43513,2025 을사년 운세: 사랑과 인연,연애,사주,19500.0,3.3,1.69,11,0
49519,임신운 풀이: 삼신할매가 점지한 우리 아가,가족자녀,?,411,160,1,51301,사주+타로: 임신운 심층 분석,가족자녀,?,31500.0,25.6,171.77,41,0
49519,임신운 풀이: 삼신할매가 점지한 우리 아가,가족자녀,?,411,160,2,46384,이번 달 임신 확률은?,가족자녀,타로,18000.0,13.1,158.07,21,0
49519,임신운 풀이: 삼신할매가 점지한 우리 아가,가족자녀,?,411,160,3,44899,임신 타로: 이번 달 우리 아기 찾아올까?,가족자녀,타로,29250.0,8.8,53.14,14,0
49519,임신운 풀이: 삼신할매가 점지한 우리 아가,가족자녀,?,411,160,4,49519,임신운 풀이: 삼신할매가 점지한 우리 아가,가족자녀,?,31500.0,7.5,38.9,12,1
49519,임신운 풀이: 삼신할매가 점지한 우리 아가,가족자녀,?,411,160,5,34636,내 사주에 자녀 몇 명일까?: 타고난 재능과 성공운까지,가족자녀,사주,9000.0,5.6,15.86,9,0
42660,"우리 커플 삼단궁합 : 연애궁합, 속궁합, 결혼궁합",연애,사주,384,255,1,43513,2025 을사년 운세: 사랑과 인연,연애,사주,19500.0,6.7,3.4,17,0
42660,"우리 커플 삼단궁합 : 연애궁합, 속궁합, 결혼궁합",연애,사주,384,255,2,2166,그 사람과 나의 사주 궁합,연애,사주,21000.0,6.3,5.08,16,0
42660,"우리 커플 삼단궁합 : 연애궁합, 속궁합, 결혼궁합",연애,사주,384,255,3,27376,결혼 OX 궁합: 이 사람과 결혼해도 될까?,결혼,사주,21000.0,6.3,7.42,16,0
42660,"우리 커플 삼단궁합 : 연애궁합, 속궁합, 결혼궁합",연애,사주,384,255,4,1210,우리 얼마나 오래 갈까?,연애,타로,1500.0,5.1,4.42,13,0
42660,"우리 커플 삼단궁합 : 연애궁합, 속궁합, 결혼궁합",연애,사주,384,255,5,43117,내 사주의 사랑운: 연애만? 결혼까지!,연애,사주,18000.0,3.5,2.84,9,0
45097,헤어진 X와 재회할 수 있을까?,연애,사주,380,254,1,43513,2025 을사년 운세: 사랑과 인연,연애,사주,19500.0,11.4,5.82,29,0
45097,헤어진 X와 재회할 수 있을까?,연애,사주,380,254,2,45097,헤어진 X와 재회할 수 있을까?,연애,사주,27000.0,7.9,26.39,20,1
45097,헤어진 X와 재회할 수 있을까?,연애,사주,380,254,3,28894,재회 사주: 그 사람과 다시 만날 운명일까?,연애,사주,27000.0,7.1,4.5,18,0
45097,헤어진 X와 재회할 수 있을까?,연애,사주,380,254,4,400,다시 만날 수 있을까,연애,타로,1500.0,7.1,1.74,18,0
45097,헤어진 X와 재회할 수 있을까?,연애,사주,380,254,5,25978,D-DAY 재회 타로: 다시 만날 수 있을까?,연애,타로,18000.0,6.3,6.44,16,0
44108,2025년에 찾아올 두 명의 인연,연애,사주,372,284,1,43513,2025 을사년 운세: 사랑과 인연,연애,사주,19500.0,7.0,3.59,20,0
44108,2025년에 찾아올 두 명의 인연,연애,사주,372,284,2,13663,어떤 사람과 사귈 운명일까?,연애,타로,1500.0,6.7,3.86,19,0
44108,2025년에 찾아올 두 명의 인연,연애,사주,372,284,3,2505,지금 날 좋아하는 사람은?,연애,타로,1500.0,6.3,2.95,18,0
44108,2025년에 찾아올 두 명의 인연,연애,사주,372,284,4,42952,내 사주에 쓰인 운명의 배우자,연애,사주,18000.0,4.9,2.87,14,0
44108,2025년에 찾아올 두 명의 인연,연애,사주,372,284,5,21964,내 사주에 연애 상대 몇 명 있을까?,연애,사주,24000.0,3.9,2.18,11,0
42062,사주 살풀이: 타고난 살과 2025년의 살,일반운세,사주,368,258,1,43513,2025 을사년 운세: 사랑과 인연,연애,사주,19500.0,6.6,3.36,17,0
42062,사주 살풀이: 타고난 살과 2025년의 살,일반운세,사주,368,258,2,43216,2025년 신년운세 보고서,총운,사주,37500.0,5.4,6.66,14,0
42062,사주 살풀이: 타고난 살과 2025년의 살,일반운세,사주,368,258,3,2165,사주로 보는 재물운,재물금전,사주,1500.0,3.9,5.31,10,0
42062,사주 살풀이: 타고난 살과 2025년의 살,일반운세,사주,368,258,4,43447,2025년 나에게 찾아올 12가지 행운,총운,타로,13500.0,3.5,12.65,9,0
42062,사주 살풀이: 타고난 살과 2025년의 살,일반운세,사주,368,258,5,43117,내 사주의 사랑운: 연애만? 결혼까지!,연애,사주,18000.0,3.1,2.5,8,0
50014,2025년 하반기 운세 보고서,총운,사주,357,235,1,49255,내 팔자에 새겨진 천년배필,연애,?,21000.0,7.7,8.48,18,0
50014,2025년 하반기 운세 보고서,총운,사주,357,235,2,55360,2026년 신년운세 보고서,총운,사주,37500.0,6.8,16.18,16,0
50014,2025년 하반기 운세 보고서,총운,사주,357,235,3,50312,2025 을사년 하반기 애정운,연애,사주,21750.0,6.0,5.63,14,0
50014,2025년 하반기 운세 보고서,총운,사주,357,235,4,51565,2025년 하반기 솔로 탈출 시기,연애,사주,19500.0,3.8,10.43,9,0
50014,2025년 하반기 운세 보고서,총운,사주,357,235,5,43447,2025년 나에게 찾아올 12가지 행운,총운,타로,13500.0,3.4,12.34,8,0
16223,솔로 탈출 언제 가능할까?,연애,타로,343,293,1,16446,솔로탈출 확률 계산기,연애,타로,9000.0,22.2,131.36,65,0
16223,솔로 탈출 언제 가능할까?,연애,타로,343,293,2,2505,지금 날 좋아하는 사람은?,연애,타로,1500.0,13.7,6.35,40,0
16223,솔로 탈출 언제 가능할까?,연애,타로,343,293,3,13663,어떤 사람과 사귈 운명일까?,연애,타로,1500.0,8.2,4.72,24,0
16223,솔로 탈출 언제 가능할까?,연애,타로,343,293,4,2141,그 사람의 속마음,연애,타로,1500.0,4.4,0.86,13,0
16223,솔로 탈출 언제 가능할까?,연애,타로,343,293,5,21964,내 사주에 연애 상대 몇 명 있을까?,연애,사주,24000.0,2.0,1.15,6,0
34636,내 사주에 자녀 몇 명일까?: 타고난 재능과 성공운까지,가족자녀,사주,342,207,1,34636,내 사주에 자녀 몇 명일까?: 타고난 재능과 성공운까지,가족자녀,사주,9000.0,9.2,25.88,19,1
34636,내 사주에 자녀 몇 명일까?: 타고난 재능과 성공운까지,가족자녀,사주,342,207,2,44899,임신 타로: 이번 달 우리 아기 찾아올까?,가족자녀,타로,29250.0,7.7,46.94,16,0
34636,내 사주에 자녀 몇 명일까?: 타고난 재능과 성공운까지,가족자녀,사주,342,207,3,2202,사주로 보는 직업운,학업직업,사주,1500.0,6.3,4.99,13,0
34636,내 사주에 자녀 몇 명일까?: 타고난 재능과 성공운까지,가족자녀,사주,342,207,4,49519,임신운 풀이: 삼신할매가 점지한 우리 아가,가족자녀,?,31500.0,4.8,25.06,10,0
34636,내 사주에 자녀 몇 명일까?: 타고난 재능과 성공운까지,가족자녀,사주,342,207,5,42062,사주 살풀이: 타고난 살과 2025년의 살,일반운세,사주,21450.0,3.4,7.68,7,0
51301,사주+타로: 임신운 심층 분석,가족자녀,?,332,117,1,49519,임신운 풀이: 삼신할매가 점지한 우리 아가,가족자녀,?,31500.0,23.9,124.12,28,0
51301,사주+타로: 임신운 심층 분석,가족자녀,?,332,117,2,34636,내 사주에 자녀 몇 명일까?: 타고난 재능과 성공운까지,가족자녀,사주,9000.0,10.3,28.92,12,0
51301,사주+타로: 임신운 심층 분석,가족자녀,?,332,117,3,44899,임신 타로: 이번 달 우리 아기 찾아올까?,가족자녀,타로,29250.0,9.4,57.1,11,0
51301,사주+타로: 임신운 심층 분석,가족자녀,?,332,117,4,51301,사주+타로: 임신운 심층 분석,가족자녀,?,31500.0,9.4,63.02,11,1
51301,사주+타로: 임신운 심층 분석,가족자녀,?,332,117,5,55030,임신·출산 타로: 임신 가능성·둘째 고민·가족의 미래,가족자녀,?,25800.0,6.0,250.07,7,0
26214,그 사람도 날 좋아할까?,연애,타로,331,280,1,2141,그 사람의 속마음,연애,타로,1500.0,22.1,4.3,62,0
39852,"내 운명의 연애, 몇 번 남았을까?",연애,점성학,331,265,1,42952,내 사주에 쓰인 운명의 배우자,연애,사주,18000.0,6.0,3.52,16,0
26214,그 사람도 날 좋아할까?,연애,타로,331,280,2,16426,좋아하는 그 사람의 속마음은?,연애,타로,10500.0,3.6,8.57,10,0
39852,"내 운명의 연애, 몇 번 남았을까?",연애,점성학,331,265,2,24572,"{{이름}}[[이의/의]] 운명의 인연, 언제 만날까?",연애,사주,18000.0,4.9,8.07,13,0
26214,그 사람도 날 좋아할까?,연애,타로,331,280,3,21173,(추천할인) 좋아하는 그 사람의 속마음은?,연애,타로,9000.0,3.6,57.67,10,0
39852,"내 운명의 연애, 몇 번 남았을까?",연애,점성학,331,265,3,2141,그 사람의 속마음,연애,타로,1500.0,4.5,0.88,12,0
26214,그 사람도 날 좋아할까?,연애,타로,331,280,4,18648,내가 관심 있는 거 눈치챘을까?,연애,타로,1500.0,3.2,6.88,9,0
