f_menu,f_name,f_topic,f_ctype,f_buyers,anchor_n2,rank,rec_menu,rec_name,rec_topic,rec_ctype,rec_price,conf_pct,lift,pair_n,same_menu
536,시험 잘 볼 수 있을까,학업직업,타로,164,119,2,2425,이달의 합격운,학업직업,사주,3000.0,10.1,37.71,12,0
40708,"이별, 그 후… 너와 나의 속마음",연애,타로,164,141,2,28894,재회 사주: 그 사람과 다시 만날 운명일까?,연애,사주,27000.0,7.8,4.95,11,0
536,시험 잘 볼 수 있을까,학업직업,타로,164,119,3,2296,지금 하는 거...계속 할까 말까?,일반운세,타로,1500.0,9.2,62.55,11,0
40708,"이별, 그 후… 너와 나의 속마음",연애,타로,164,141,3,26246,(추천할인) 이별 실감: 우리가 헤어진 진짜 이유,연애,타로,16500.0,5.7,108.96,8,0
536,시험 잘 볼 수 있을까,학업직업,타로,164,119,4,2422,특정 날짜 내 사주 운세,일반운세,사주,1500.0,4.2,19.14,5,0
40708,"이별, 그 후… 너와 나의 속마음",연애,타로,164,141,4,39091,재회 타로 : 그 사람의 첫 연락,연애,타로,13500.0,4.3,5.51,6,0
536,시험 잘 볼 수 있을까,학업직업,타로,164,119,5,537,나에게 어울리는 직업은?,학업직업,타로,1500.0,2.5,12.53,3,0
40708,"이별, 그 후… 너와 나의 속마음",연애,타로,164,141,5,25978,D-DAY 재회 타로: 다시 만날 수 있을까?,연애,타로,18000.0,3.5,3.63,5,0
50773,[창광] 25년 하반기: 직업운과 합격운,학업직업,사주,162,99,1,536,시험 잘 볼 수 있을까,학업직업,타로,1500.0,9.1,45.81,9,0
50773,[창광] 25년 하반기: 직업운과 합격운,학업직업,사주,162,99,2,2425,이달의 합격운,학업직업,사주,3000.0,9.1,34.0,9,0
50773,[창광] 25년 하반기: 직업운과 합격운,학업직업,사주,162,99,3,23089,연봉 상승 비책: 올해 취업•이직운,재물금전,사주,18000.0,6.1,110.42,6,0
50773,[창광] 25년 하반기: 직업운과 합격운,학업직업,사주,162,99,4,50014,2025년 하반기 운세 보고서,총운,사주,31500.0,6.1,23.28,6,0
50773,[창광] 25년 하반기: 직업운과 합격운,학업직업,사주,162,99,5,538,이직해도 될까,학업직업,타로,1500.0,6.1,55.93,6,0
26182,인생 역전의 비밀: 내 사주에 주목할 운명은?,일반운세,사주,160,102,1,20974,타고난 부(富): 내 사주 재물운과 평생 모을 재산은?,재물금전,사주,18000.0,5.9,11.51,6,0
26182,인생 역전의 비밀: 내 사주에 주목할 운명은?,일반운세,사주,160,102,2,55360,2026년 신년운세 보고서,총운,사주,37500.0,4.9,11.65,5,0
26182,인생 역전의 비밀: 내 사주에 주목할 운명은?,일반운세,사주,160,102,3,2141,그 사람의 속마음,연애,타로,1500.0,2.9,0.57,3,0
26182,인생 역전의 비밀: 내 사주에 주목할 운명은?,일반운세,사주,160,102,4,43249,"사주 직업 컨설팅: 사업, 직장, 업종",학업직업,사주,18000.0,2.9,12.82,3,0
26182,인생 역전의 비밀: 내 사주에 주목할 운명은?,일반운세,사주,160,102,5,19192,타고난 결혼운 + 내 운명의 상대,결혼,사주,36000.0,2.9,4.19,3,0
523,결혼한다면 어떨까?,결혼,타로,159,115,1,1210,우리 얼마나 오래 갈까?,연애,타로,1500.0,16.5,14.32,19,0
523,결혼한다면 어떨까?,결혼,타로,159,115,2,2441,우리 커플 스킨십 궁합은?,연애,타로,1500.0,6.1,19.14,7,0
523,결혼한다면 어떨까?,결혼,타로,159,115,3,523,결혼한다면 어떨까?,결혼,타로,1500.0,6.1,8.7,7,1
523,결혼한다면 어떨까?,결혼,타로,159,115,4,2253,결혼 위기 극복법,결혼,타로,1500.0,6.1,98.3,7,0
523,결혼한다면 어떨까?,결혼,타로,159,115,5,2343,우리 2세는 어떤 아이일까?,일반운세,타로,1500.0,5.2,41.65,6,0
56516,[창광] 26년 병오년 직업운과 합격운,학업직업,사주,156,74,1,58462,내 사주 관운: 지금 직장 최선일까?,학업직업,사주,18000.0,8.1,151.61,6,0
56516,[창광] 26년 병오년 직업운과 합격운,학업직업,사주,156,74,2,57373,2026 신년 직업・재물운: 커리어/연봉/부업・사업,재물금전,?,19500.0,6.8,96.02,5,0
56516,[창광] 26년 병오년 직업운과 합격운,학업직업,사주,156,74,3,56516,[창광] 26년 병오년 직업운과 합격운,학업직업,사주,20250.0,6.8,40.69,5,1
56516,[창광] 26년 병오년 직업운과 합격운,학업직업,사주,156,74,4,2425,이달의 합격운,학업직업,사주,3000.0,4.1,15.16,3,0
56516,[창광] 26년 병오년 직업운과 합격운,학업직업,사주,156,74,5,2202,사주로 보는 직업운,학업직업,사주,1500.0,4.1,3.22,3,0
23086,D-DAY 타로: 솔로 탈출까지 며칠 남았을까?,연애,타로,155,137,1,2141,그 사람의 속마음,연애,타로,1500.0,5.1,0.99,7,0
25454,인생역전 3대운 풀이: 대운은 언제 들어올까?,일반운세,사주,155,109,1,20974,타고난 부(富): 내 사주 재물운과 평생 모을 재산은?,재물금전,사주,18000.0,6.4,12.57,7,0
23086,D-DAY 타로: 솔로 탈출까지 며칠 남았을까?,연애,타로,155,137,2,20320,(추천할인) 우리 사귈 수 있을까?: 사귈 확률 계산기,연애,타로,9000.0,3.6,10.9,5,0
25454,인생역전 3대운 풀이: 대운은 언제 들어올까?,일반운세,사주,155,109,2,2165,사주로 보는 재물운,재물금전,사주,1500.0,6.4,8.79,7,0
23086,D-DAY 타로: 솔로 탈출까지 며칠 남았을까?,연애,타로,155,137,3,21140,(추천할인) 솔로 탈출 가능할까?,연애,타로,9000.0,3.6,21.08,5,0
25454,인생역전 3대운 풀이: 대운은 언제 들어올까?,일반운세,사주,155,109,3,2202,사주로 보는 직업운,학업직업,사주,1500.0,3.7,2.91,4,0
23086,D-DAY 타로: 솔로 탈출까지 며칠 남았을까?,연애,타로,155,137,4,21144,(추천할인) 짝사랑 이루어질까?,연애,타로,9000.0,3.6,89.42,5,0
25454,인생역전 3대운 풀이: 대운은 언제 들어올까?,일반운세,사주,155,109,4,39335,(업셀링_인생역전) 타고난 성공운: 사업으로 부자 되는 법,재물금전,사주,15000.0,3.7,651.88,4,0
23086,D-DAY 타로: 솔로 탈출까지 며칠 남았을까?,연애,타로,155,137,5,21964,내 사주에 연애 상대 몇 명 있을까?,연애,사주,24000.0,2.9,1.65,4,0
25454,인생역전 3대운 풀이: 대운은 언제 들어올까?,일반운세,사주,155,109,5,43216,2025년 신년운세 보고서,총운,사주,37500.0,2.8,3.38,3,0
18502,그 사람이랑 결혼하면 어떨까?,연애,타로,150,92,1,2166,그 사람과 나의 사주 궁합,연애,사주,21000.0,6.5,5.28,6,0
39421,나는 결혼해야 좋은 팔자일까?,결혼,사주,150,124,1,2166,그 사람과 나의 사주 궁합,연애,사주,21000.0,10.5,8.49,13,0
18502,그 사람이랑 결혼하면 어떨까?,연애,타로,150,92,2,1210,우리 얼마나 오래 갈까?,연애,타로,1500.0,5.4,4.71,5,0
39421,나는 결혼해야 좋은 팔자일까?,결혼,사주,150,124,2,27376,결혼 OX 궁합: 이 사람과 결혼해도 될까?,결혼,사주,21000.0,8.1,9.53,10,0
18502,그 사람이랑 결혼하면 어떨까?,연애,타로,150,92,3,27376,결혼 OX 궁합: 이 사람과 결혼해도 될까?,결혼,사주,21000.0,4.3,5.14,4,0
39421,나는 결혼해야 좋은 팔자일까?,결혼,사주,150,124,3,23882,(추천할인) 내 운명 지금 어디 있을까?,연애,사주,18000.0,6.5,61.95,8,0
18502,그 사람이랑 결혼하면 어떨까?,연애,타로,150,92,4,48892,🩵하늘이 맺어준 혼인길 점괘🩵,결혼,?,21000.0,4.3,24.91,4,0
39421,나는 결혼해야 좋은 팔자일까?,결혼,사주,150,124,4,24648,(미상:24648),연애,사주,,6.5,416.74,8,0
18502,그 사람이랑 결혼하면 어떨까?,연애,타로,150,92,5,2141,그 사람의 속마음,연애,타로,1500.0,4.3,0.84,4,0
39421,나는 결혼해야 좋은 팔자일까?,결혼,사주,150,124,5,21964,내 사주에 연애 상대 몇 명 있을까?,연애,사주,24000.0,3.2,1.82,4,0
2227,동갑vs연하vs연상,연애,타로,147,100,1,2141,그 사람의 속마음,연애,타로,1500.0,8.0,1.55,8,0
18467,먼저 연락 올 확률은?,연애,타로,147,132,1,2141,그 사람의 속마음,연애,타로,1500.0,25.0,4.85,33,0
2227,동갑vs연하vs연상,연애,타로,147,100,2,13663,어떤 사람과 사귈 운명일까?,연애,타로,1500.0,8.0,4.61,8,0
18467,먼저 연락 올 확률은?,연애,타로,147,132,2,17212,그 사람이 연락을 안 하는 이유,연애,타로,1500.0,15.2,9.09,20,0
2227,동갑vs연하vs연상,연애,타로,147,100,3,23187,이번 주에 만나게 될 인연은?,연애,타로,1500.0,6.0,19.03,6,0
18467,먼저 연락 올 확률은?,연애,타로,147,132,3,16378,짝사랑 이루어질까?,연애,타로,9000.0,3.8,15.93,5,0
2227,동갑vs연하vs연상,연애,타로,147,100,4,2505,지금 날 좋아하는 사람은?,연애,타로,1500.0,6.0,2.79,6,0
18467,먼저 연락 올 확률은?,연애,타로,147,132,4,400,다시 만날 수 있을까,연애,타로,1500.0,3.8,0.93,5,0
2227,동갑vs연하vs연상,연애,타로,147,100,5,2227,동갑vs연하vs연상,연애,타로,1500.0,5.0,12.08,5,1
18467,먼저 연락 올 확률은?,연애,타로,147,132,5,2445,짝남이랑 사귈 수 있을까? : 고백 성공률 계산기,연애,타로,3000.0,3.0,16.44,4,0
2503,그 사람이 보는 내 이미지,연애,타로,144,135,1,2503,그 사람이 보는 내 이미지,연애,타로,1500.0,35.6,101.06,48,1
2503,그 사람이 보는 내 이미지,연애,타로,144,135,2,2141,그 사람의 속마음,연애,타로,1500.0,14.8,2.88,20,0
2503,그 사람이 보는 내 이미지,연애,타로,144,135,3,18648,내가 관심 있는 거 눈치챘을까?,연애,타로,1500.0,5.9,12.68,8,0
2503,그 사람이 보는 내 이미지,연애,타로,144,135,4,2363,그 사람이 바라는 내 모습은?,연애,타로,1500.0,5.2,47.24,7,0
2503,그 사람이 보는 내 이미지,연애,타로,144,135,5,18646,그 사람 나랑 '어디까지' 상상해봤을까?,연애,타로,1500.0,4.4,15.4,6,0
23088,오늘의 썸 연애운: 그 사람과 잘 되는 법,연애,사주,136,90,1,2141,그 사람의 속마음,연애,타로,1500.0,26.7,5.18,24,0
23088,오늘의 썸 연애운: 그 사람과 잘 되는 법,연애,사주,136,90,2,23088,오늘의 썸 연애운: 그 사람과 잘 되는 법,연애,사주,1500.0,11.1,40.7,10,1
23088,오늘의 썸 연애운: 그 사람과 잘 되는 법,연애,사주,136,90,3,26893,내 사주의 찐성격과 이상형은?,일반운세,사주,4500.0,4.4,9.02,4,0
23088,오늘의 썸 연애운: 그 사람과 잘 되는 법,연애,사주,136,90,4,2449,그 사람과 가까워지는 법,연애,타로,1500.0,4.4,26.32,4,0
23088,오늘의 썸 연애운: 그 사람과 잘 되는 법,연애,사주,136,90,5,2445,짝남이랑 사귈 수 있을까? : 고백 성공률 계산기,연애,타로,3000.0,3.3,18.08,3,0
18668,사주로 보는 성격유형,자기탐구,사주,135,91,1,18702,내 사주로 연예인이 된다면?,일반운세,사주,2000.0,9.9,65.68,9,0
18668,사주로 보는 성격유형,자기탐구,사주,135,91,2,26893,내 사주의 찐성격과 이상형은?,일반운세,사주,4500.0,8.8,17.85,8,0
18668,사주로 보는 성격유형,자기탐구,사주,135,91,3,18668,사주로 보는 성격유형,자기탐구,사주,9900.0,6.6,19.6,6,1
18668,사주로 보는 성격유형,자기탐구,사주,135,91,4,2202,사주로 보는 직업운,학업직업,사주,1500.0,4.4,3.49,4,0
18668,사주로 보는 성격유형,자기탐구,사주,135,91,5,18659,사주로 보는 가족운,일반운세,사주,3000.0,4.4,41.64,4,0
2217,그날 헤어지지 않았다면,연애,타로,131,99,1,400,다시 만날 수 있을까,연애,타로,1500.0,21.2,5.2,21,0
2217,그날 헤어지지 않았다면,연애,타로,131,99,2,2142,재회확률 높이는 법,연애,타로,1500.0,7.1,3.45,7,0
2217,그날 헤어지지 않았다면,연애,타로,131,99,3,2196,헤어진 사람 잊는 법,연애,타로,1500.0,6.1,23.53,6,0
2217,그날 헤어지지 않았다면,연애,타로,131,99,4,18104,전연인 어떻게 지낼까 + 재회확률 높이는 법,연애,타로,3000.0,6.1,7.95,6,0
2217,그날 헤어지지 않았다면,연애,타로,131,99,5,2141,그 사람의 속마음,연애,타로,1500.0,5.1,0.98,5,0
2465,사주로 보는 내 전성기,일반운세,사주,129,60,1,55360,2026년 신년운세 보고서,총운,사주,37500.0,11.7,27.72,7,0
2465,사주로 보는 내 전성기,일반운세,사주,129,60,2,2165,사주로 보는 재물운,재물금전,사주,1500.0,10.0,13.69,6,0
2465,사주로 보는 내 전성기,일반운세,사주,129,60,3,50014,2025년 하반기 운세 보고서,총운,사주,31500.0,5.0,19.2,3,0
2465,사주로 보는 내 전성기,일반운세,사주,129,60,4,537,나에게 어울리는 직업은?,학업직업,타로,1500.0,5.0,24.84,3,0
2465,사주로 보는 내 전성기,일반운세,사주,129,60,5,43685,[창광] 25년 을사년 직업운과 합격운,학업직업,사주,18000.0,3.3,12.21,2,0
18726,그 사람과 왜 헤어지게 된 걸까?,연애,진단,128,73,1,18725,헤어진 연인과의 재회 확률,연애,진단,6000.0,15.1,71.38,11,0
22795,사주팔자로 나의 성향 알아보기,일반운세,사주,128,75,1,24308,사주팔자로 나의 장단점 알아보기,일반운세,사주,4500.0,17.3,821.08,13,0
45658,이 사람과 결혼해도 될까?: 결혼 전 필수 궁합,결혼,사주,128,83,1,45658,이 사람과 결혼해도 될까?: 결혼 전 필수 궁합,결혼,사주,21000.0,4.8,45.66,4,1
18726,그 사람과 왜 헤어지게 된 걸까?,연애,진단,128,73,2,400,다시 만날 수 있을까,연애,타로,1500.0,11.0,2.69,8,0
22795,사주팔자로 나의 성향 알아보기,일반운세,사주,128,75,2,22795,사주팔자로 나의 성향 알아보기,일반운세,사주,4500.0,8.0,42.42,6,1
45658,이 사람과 결혼해도 될까?: 결혼 전 필수 궁합,결혼,사주,128,83,2,2166,그 사람과 나의 사주 궁합,연애,사주,21000.0,3.6,2.93,3,0
18726,그 사람과 왜 헤어지게 된 걸까?,연애,진단,128,73,3,2142,재회확률 높이는 법,연애,타로,1500.0,8.2,4.01,6,0
22795,사주팔자로 나의 성향 알아보기,일반운세,사주,128,75,3,2217,그날 헤어지지 않았다면,연애,타로,1500.0,2.7,6.47,2,0
45658,이 사람과 결혼해도 될까?: 결혼 전 필수 궁합,결혼,사주,128,83,3,47704,삼신할매가 점지한 내 진짜 인연 VS 가짜 인연,연애,?,24000.0,3.6,2.81,3,0
18726,그 사람과 왜 헤어지게 된 걸까?,연애,진단,128,73,4,39091,재회 타로 : 그 사람의 첫 연락,연애,타로,13500.0,5.5,7.09,4,0
22795,사주팔자로 나의 성향 알아보기,일반운세,사주,128,75,4,18668,사주로 보는 성격유형,자기탐구,사주,9900.0,2.7,7.93,2,0
45658,이 사람과 결혼해도 될까?: 결혼 전 필수 궁합,결혼,사주,128,83,4,2141,그 사람의 속마음,연애,타로,1500.0,3.6,0.7,3,0
18726,그 사람과 왜 헤어지게 된 걸까?,연애,진단,128,73,5,49816,재회 사주: 헤어져도 다시 만날 필연,연애,?,27000.0,5.5,7.66,4,0
22795,사주팔자로 나의 성향 알아보기,일반운세,사주,128,75,5,2141,그 사람의 속마음,연애,타로,1500.0,2.7,0.52,2,0
45658,이 사람과 결혼해도 될까?: 결혼 전 필수 궁합,결혼,사주,128,83,5,50312,2025 을사년 하반기 애정운,연애,사주,21750.0,3.6,3.42,3,0
2422,특정 날짜 내 사주 운세,일반운세,사주,126,94,1,2422,특정 날짜 내 사주 운세,일반운세,사주,1500.0,25.5,116.29,24,1
2422,특정 날짜 내 사주 운세,일반운세,사주,126,94,2,2165,사주로 보는 재물운,재물금전,사주,1500.0,5.3,7.28,5,0
2422,특정 날짜 내 사주 운세,일반운세,사주,126,94,3,536,시험 잘 볼 수 있을까,학업직업,타로,1500.0,3.2,16.08,3,0
2422,특정 날짜 내 사주 운세,일반운세,사주,126,94,4,2425,이달의 합격운,학업직업,사주,3000.0,3.2,11.94,3,0
2422,특정 날짜 내 사주 운세,일반운세,사주,126,94,5,400,다시 만날 수 있을까,연애,타로,1500.0,2.1,0.52,2,0
18653,내 SNS 염탐하는 사람 있을까?,연애,타로,125,101,1,2505,지금 날 좋아하는 사람은?,연애,타로,1500.0,11.9,5.52,12,0
18653,내 SNS 염탐하는 사람 있을까?,연애,타로,125,101,2,2141,그 사람의 속마음,연애,타로,1500.0,10.9,2.11,11,0
18653,내 SNS 염탐하는 사람 있을까?,연애,타로,125,101,3,400,다시 만날 수 있을까,연애,타로,1500.0,5.9,1.46,6,0
18653,내 SNS 염탐하는 사람 있을까?,연애,타로,125,101,4,2236,전연인 어떻게 지낼까,연애,타로,1500.0,5.0,3.42,5,0
18653,내 SNS 염탐하는 사람 있을까?,연애,타로,125,101,5,2227,동갑vs연하vs연상,연애,타로,1500.0,4.0,9.57,4,0
35527,사주 궁합으로 보는 우리의 현재와 미래,연애,사주,124,81,1,1210,우리 얼마나 오래 갈까?,연애,타로,1500.0,7.4,6.42,6,0
35527,사주 궁합으로 보는 우리의 현재와 미래,연애,사주,124,81,2,2166,그 사람과 나의 사주 궁합,연애,사주,21000.0,6.2,5.0,5,0
35527,사주 궁합으로 보는 우리의 현재와 미래,연애,사주,124,81,3,35527,사주 궁합으로 보는 우리의 현재와 미래,연애,사주,21000.0,3.7,26.58,3,1
35527,사주 궁합으로 보는 우리의 현재와 미래,연애,사주,124,81,4,43513,2025 을사년 운세: 사랑과 인연,연애,사주,19500.0,3.7,1.89,3,0
35527,사주 궁합으로 보는 우리의 현재와 미래,연애,사주,124,81,5,43117,내 사주의 사랑운: 연애만? 결혼까지!,연애,사주,18000.0,3.7,2.98,3,0
27178,내 사주의 배우자 궁에 있는 사람은?,연애,사주,123,85,1,22360,사주로 보는 내 결혼 상대는?,결혼,사주,18000.0,4.7,4.97,4,0
27178,내 사주의 배우자 궁에 있는 사람은?,연애,사주,123,85,2,43117,내 사주의 사랑운: 연애만? 결혼까지!,연애,사주,18000.0,4.7,3.79,4,0
27178,내 사주의 배우자 궁에 있는 사람은?,연애,사주,123,85,3,2505,지금 날 좋아하는 사람은?,연애,타로,1500.0,4.7,2.19,4,0
27178,내 사주의 배우자 궁에 있는 사람은?,연애,사주,123,85,4,23882,(추천할인) 내 운명 지금 어디 있을까?,연애,사주,18000.0,4.7,45.19,4,0
27178,내 사주의 배우자 궁에 있는 사람은?,연애,사주,123,85,5,23878,내 운명 지금 어디 있을까?,연애,사주,18000.0,4.7,4.14,4,0
2155,이달의 취업운은 어떨까?,학업직업,타로,121,75,1,2155,이달의 취업운은 어떨까?,학업직업,타로,1500.0,16.0,85.48,12,1
20546,나에게 남은 연애 기회는?,연애,타로,121,80,1,21964,내 사주에 연애 상대 몇 명 있을까?,연애,사주,24000.0,6.2,3.52,5,0
2155,이달의 취업운은 어떨까?,학업직업,타로,121,75,2,2248,서류 합격할 수 있을까?,학업직업,타로,1500.0,16.0,236.85,12,0
20546,나에게 남은 연애 기회는?,연애,타로,121,80,2,18142,"다음 연애 언제, 어디서 시작될까?",연애,타로,12000.0,5.0,15.72,4,0
2155,이달의 취업운은 어떨까?,학업직업,타로,121,75,3,2250,면접 합격할 수 있을까?,학업직업,타로,1500.0,14.7,121.18,11,0
20546,나에게 남은 연애 기회는?,연애,타로,121,80,3,20317,"(추천할인) 다음 연애 언제, 어디서 시작될까?",연애,타로,12000.0,5.0,88.82,4,0
2155,이달의 취업운은 어떨까?,학업직업,타로,121,75,4,2425,이달의 합격운,학업직업,사주,3000.0,10.7,39.89,8,0
20546,나에게 남은 연애 기회는?,연애,타로,121,80,4,19688,그 사람을 유혹할 3번의 기회_추천할인,연애,타로,6000.0,3.8,95.16,3,0
2155,이달의 취업운은 어떨까?,학업직업,타로,121,75,5,2141,그 사람의 속마음,연애,타로,1500.0,4.0,0.78,3,0
20546,나에게 남은 연애 기회는?,연애,타로,121,80,5,47704,삼신할매가 점지한 내 진짜 인연 VS 가짜 인연,연애,?,24000.0,3.8,2.91,3,0
57010,2026 신년 애정운: 연애/재회/미혼/기혼,연애,?,120,86,1,54701,[박향옥 철학관] 추가 질문 1개,결혼,?,3000.0,17.4,94.61,15,0
57010,2026 신년 애정운: 연애/재회/미혼/기혼,연애,?,120,86,2,57670,2026 병오년 운세: 사랑과 인연,연애,사주,19500.0,9.3,19.73,8,0
57010,2026 신년 애정운: 연애/재회/미혼/기혼,연애,?,120,86,3,55723,2026년 솔로 탈출 시기,연애,사주,24000.0,5.8,8.54,5,0
57010,2026 신년 애정운: 연애/재회/미혼/기혼,연애,?,120,86,4,2141,그 사람의 속마음,연애,타로,1500.0,5.8,1.13,5,0
57010,2026 신년 애정운: 연애/재회/미혼/기혼,연애,?,120,86,5,55360,2026년 신년운세 보고서,총운,사주,37500.0,4.7,11.05,4,0
40048,사주로 보는 인생 그래프: 일생풀이,일반운세,사주,114,62,1,25338,(추천할인) 내 사주의 연애와 결혼: 운명의 두 사람,연애,사주,18000.0,8.1,110.2,5,0
41566,2025년 놓치면 안 될 3번의 기회,일반운세,사주,114,89,1,43216,2025년 신년운세 보고서,총운,사주,37500.0,5.6,6.89,5,0
40048,사주로 보는 인생 그래프: 일생풀이,일반운세,사주,114,62,2,21964,내 사주에 연애 상대 몇 명 있을까?,연애,사주,24000.0,4.8,2.73,3,0
41566,2025년 놓치면 안 될 3번의 기회,일반운세,사주,114,89,2,42952,내 사주에 쓰인 운명의 배우자,연애,사주,18000.0,4.5,2.62,4,0
40048,사주로 보는 인생 그래프: 일생풀이,일반운세,사주,114,62,3,20974,타고난 부(富): 내 사주 재물운과 평생 모을 재산은?,재물금전,사주,18000.0,4.8,9.47,3,0
41566,2025년 놓치면 안 될 3번의 기회,일반운세,사주,114,89,3,22063,(추천할인) 내 사주에 연애 상대 몇 명 있을까?,연애,사주,24000.0,3.4,37.42,3,0
40048,사주로 보는 인생 그래프: 일생풀이,일반운세,사주,114,62,4,33556,(미상:33556),총운,사주,,4.8,14.95,3,0
41566,2025년 놓치면 안 될 3번의 기회,일반운세,사주,114,89,4,19192,타고난 결혼운 + 내 운명의 상대,결혼,사주,36000.0,3.4,4.8,3,0
40048,사주로 보는 인생 그래프: 일생풀이,일반운세,사주,114,62,5,400,다시 만날 수 있을까,연애,타로,1500.0,3.2,0.79,2,0
41566,2025년 놓치면 안 될 3번의 기회,일반운세,사주,114,89,5,43685,[창광] 25년 을사년 직업운과 합격운,학업직업,사주,18000.0,3.4,12.35,3,0
19324,손금으로 보는 내 전생,자기탐구,사주,113,83,1,2202,사주로 보는 직업운,학업직업,사주,1500.0,7.2,5.74,6,0
19324,손금으로 보는 내 전생,자기탐구,사주,113,83,2,18668,사주로 보는 성격유형,자기탐구,사주,9900.0,4.8,14.33,4,0
19324,손금으로 보는 내 전생,자기탐구,사주,113,83,3,2141,그 사람의 속마음,연애,타로,1500.0,4.8,0.94,4,0
19324,손금으로 보는 내 전생,자기탐구,사주,113,83,4,22360,사주로 보는 내 결혼 상대는?,결혼,사주,18000.0,3.6,3.82,3,0
19324,손금으로 보는 내 전생,자기탐구,사주,113,83,5,2273,전생 알아보기,자기탐구,점성학,1500.0,3.6,14.19,3,0
2303,그 사람과 나의 전생 관계,연애,점성학,110,74,1,1210,우리 얼마나 오래 갈까?,연애,타로,1500.0,14.9,12.88,11,0
2351,퇴사할까 말까,학업직업,타로,110,85,1,2202,사주로 보는 직업운,학업직업,사주,1500.0,12.9,10.27,11,0
36042,사주로 보는 그 사람의 '진짜' 속마음🚨,연애,사주,110,98,1,2166,그 사람과 나의 사주 궁합,연애,사주,21000.0,7.1,5.79,7,0
2303,그 사람과 나의 전생 관계,연애,점성학,110,74,2,2303,그 사람과 나의 전생 관계,연애,점성학,1500.0,12.2,51.75,9,1
2351,퇴사할까 말까,학업직업,타로,110,85,2,538,이직해도 될까,학업직업,타로,1500.0,7.1,65.14,6,0
36042,사주로 보는 그 사람의 '진짜' 속마음🚨,연애,사주,110,98,2,2141,그 사람의 속마음,연애,타로,1500.0,6.1,1.19,6,0
2303,그 사람과 나의 전생 관계,연애,점성학,110,74,3,2273,전생 알아보기,자기탐구,점성학,1500.0,10.8,42.44,8,0
2351,퇴사할까 말까,학업직업,타로,110,85,3,2296,지금 하는 거...계속 할까 말까?,일반운세,타로,1500.0,5.9,39.81,5,0
36042,사주로 보는 그 사람의 '진짜' 속마음🚨,연애,사주,110,98,3,47704,삼신할매가 점지한 내 진짜 인연 VS 가짜 인연,연애,?,24000.0,4.1,3.17,4,0
2303,그 사람과 나의 전생 관계,연애,점성학,110,74,4,400,다시 만날 수 있을까,연애,타로,1500.0,2.7,0.66,2,0
2351,퇴사할까 말까,학업직업,타로,110,85,4,16442,지금 직장 퇴사해도 될까?,학업직업,타로,10500.0,4.7,111.46,4,0
36042,사주로 보는 그 사람의 '진짜' 속마음🚨,연애,사주,110,98,4,26805,그 사람과 나의 3가지 사주궁합,연애,사주,27000.0,4.1,7.23,4,0
2303,그 사람과 나의 전생 관계,연애,점성학,110,74,5,17212,그 사람이 연락을 안 하는 이유,연애,타로,1500.0,2.7,1.62,2,0
2351,퇴사할까 말까,학업직업,타로,110,85,5,18705,나는 결혼해도 되는 사주일까?,결혼,사주,3000.0,4.7,6.76,4,0
36042,사주로 보는 그 사람의 '진짜' 속마음🚨,연애,사주,110,98,5,25297,사주로 보는 그 사람의 속마음,연애,사주,18000.0,3.1,6.4,3,0
18639,걔는 나를 연애 상대로 볼까?,연애,타로,109,97,1,2141,그 사람의 속마음,연애,타로,1500.0,18.6,3.6,18,0
18639,걔는 나를 연애 상대로 볼까?,연애,타로,109,97,2,16378,짝사랑 이루어질까?,연애,타로,9000.0,8.2,34.68,8,0
18639,걔는 나를 연애 상대로 볼까?,연애,타로,109,97,3,17212,그 사람이 연락을 안 하는 이유,연애,타로,1500.0,5.2,3.09,5,0
18639,걔는 나를 연애 상대로 볼까?,연애,타로,109,97,4,18648,내가 관심 있는 거 눈치챘을까?,연애,타로,1500.0,3.1,6.62,3,0
18639,걔는 나를 연애 상대로 볼까?,연애,타로,109,97,5,2503,그 사람이 보는 내 이미지,연애,타로,1500.0,3.1,8.79,3,0
18144,그 사람 손절할까 말까?,연애,타로,108,90,1,2141,그 사람의 속마음,연애,타로,1500.0,8.9,1.73,8,0
48463,나만 몰랐던 호감시그널 : 붉은 실 인연🧶,연애,?,108,95,1,2505,지금 날 좋아하는 사람은?,연애,타로,1500.0,8.4,3.92,8,0
18144,그 사람 손절할까 말까?,연애,타로,108,90,2,17212,그 사람이 연락을 안 하는 이유,연애,타로,1500.0,4.4,2.67,4,0
48463,나만 몰랐던 호감시그널 : 붉은 실 인연🧶,연애,?,108,95,2,2141,그 사람의 속마음,연애,타로,1500.0,7.4,1.43,7,0
18144,그 사람 손절할까 말까?,연애,타로,108,90,3,23222,그 사람 나한테 왜 이럴까?,연애,타로,1500.0,3.3,13.38,3,0
48463,나만 몰랐던 호감시그널 : 붉은 실 인연🧶,연애,?,108,95,3,13663,어떤 사람과 사귈 운명일까?,연애,타로,1500.0,5.3,3.03,5,0
18144,그 사람 손절할까 말까?,연애,타로,108,90,4,2231,(미상:2231),일반운세,타로,,3.3,197.38,3,0
48463,나만 몰랐던 호감시그널 : 붉은 실 인연🧶,연애,?,108,95,4,55723,2026년 솔로 탈출 시기,연애,사주,24000.0,5.3,7.73,5,0
18144,그 사람 손절할까 말까?,연애,타로,108,90,5,18144,그 사람 손절할까 말까?,연애,타로,1500.0,3.3,25.74,3,1
