anchor,anchor_name,anchor_n,rank,rec_menu,rec_name,rec_cat,pair_n,conf_pct,lift,wilson_lb_pct
49816,재회 사주: 헤어져도 다시 만날 필연,264,1,47506,"재회 사주, 속마음 타로: {{이름}}님은 n일 뒤 재회합니다",연애/타로,24,9.1,15.34,6.2
49816,재회 사주: 헤어져도 다시 만날 필연,264,2,47935,재회OX궁합: 붙잡을 운명 vs 놓아줄 인연,연애/사주,18,6.8,16.27,4.4
49816,재회 사주: 헤어져도 다시 만날 필연,264,3,56648,재회 궁합: 그 사람 반드시 돌아오게 하는 법,연애/사주,14,5.3,34.86,3.2
49816,재회 사주: 헤어져도 다시 만날 필연,264,4,28894,재회 사주: 그 사람과 다시 만날 운명일까?,연애/사주,13,4.9,2.6,2.9
49816,재회 사주: 헤어져도 다시 만날 필연,264,5,2142,재회확률 높이는 법,연애/타로,12,4.5,2.21,2.6
49882,그 사람의 숨겨진 진짜 속마음 💟,85,1,2141,그 사람의 속마음,연애/타로,14,16.5,3.02,10.1
50014,2025년 하반기 운세 보고서,136,1,49255,내 팔자에 새겨진 천년배필,연애/사주,10,7.4,6.89,4.0
50312,2025 을사년 하반기 애정운,374,1,47704,삼신할매가 점지한 내 진짜 인연 VS 가짜 인연,연애/사주,32,8.6,5.65,6.1
50312,2025 을사년 하반기 애정운,374,2,49255,내 팔자에 새겨진 천년배필,연애/사주,21,5.6,5.26,3.7
50312,2025 을사년 하반기 애정운,374,3,2141,그 사람의 속마음,연애/타로,16,4.3,0.78,2.7
50312,2025 을사년 하반기 애정운,374,4,49882,그 사람의 숨겨진 진짜 속마음 💟,연애/타로,12,3.2,7.11,1.8
50312,2025 을사년 하반기 애정운,374,5,21964,내 사주에 연애 상대 몇 명 있을까?,연애/사주,12,3.2,1.62,1.8
51301,사주+타로: 임신운 심층 분석,57,1,49519,임신운 풀이: 삼신할매가 점지한 우리 아가,가족자녀/사주,12,21.1,179.26,12.5
51565,2025년 하반기 솔로 탈출 시기,252,1,2141,그 사람의 속마음,연애/타로,13,5.2,0.95,3.0
51565,2025년 하반기 솔로 탈출 시기,252,2,49255,내 팔자에 새겨진 천년배필,연애/사주,10,4.0,3.72,2.2
51565,2025년 하반기 솔로 탈출 시기,252,3,21964,내 사주에 연애 상대 몇 명 있을까?,연애/사주,10,4.0,2.0,2.2
55360,2026년 신년운세 보고서,218,1,55723,2026년 솔로 탈출 시기,연애/사주,11,5.0,8.96,2.8
55723,2026년 솔로 탈출 시기,253,1,47704,삼신할매가 점지한 내 진짜 인연 VS 가짜 인연,연애/사주,12,4.7,3.13,2.7
55723,2026년 솔로 탈출 시기,253,2,57670,2026 병오년 운세: 사랑과 인연,연애/사주,12,4.7,10.77,2.7
55723,2026년 솔로 탈출 시기,253,3,59089,내 운명 지도: 전국편,연애/사주,10,4.0,23.14,2.2
56648,재회 궁합: 그 사람 반드시 돌아오게 하는 법,79,1,49816,재회 사주: 헤어져도 다시 만날 필연,연애/사주,12,15.2,16.5,8.9
