anchor,anchor_name,anchor_topic,anchor_n,rank,rec_menu,rec_name,source,score_pct,pair_n
22195,사주로 보는 미래: 나는 언제 출세할까?,일반운세|*,44,1,2202,사주로 보는 직업운,관심사,3.3,117
22195,사주로 보는 미래: 나는 언제 출세할까?,일반운세|*,44,2,2165,사주로 보는 재물운,관심사,2.9,102
22195,사주로 보는 미래: 나는 언제 출세할까?,일반운세|*,44,3,21964,내 사주에 연애 상대 몇 명 있을까?,관심사,2.2,76
22195,사주로 보는 미래: 나는 언제 출세할까?,일반운세|*,44,4,28729,내 운이 트이는 동네는?(서울편),관심사,2.0,69
22195,사주로 보는 미래: 나는 언제 출세할까?,일반운세|*,44,5,2141,그 사람의 속마음,관심사,1.9,67
22327,내 운명 지금 어디 있을까?,연애|새로운만남,58,1,2141,그 사람의 속마음,관심사,4.4,365
22327,내 운명 지금 어디 있을까?,연애|새로운만남,58,2,2505,지금 날 좋아하는 사람은?,관심사,4.4,360
22327,내 운명 지금 어디 있을까?,연애|새로운만남,58,3,21964,내 사주에 연애 상대 몇 명 있을까?,관심사,3.8,311
22327,내 운명 지금 어디 있을까?,연애|새로운만남,58,4,13663,어떤 사람과 사귈 운명일까?,관심사,3.6,295
22327,내 운명 지금 어디 있을까?,연애|새로운만남,58,5,23878,내 운명 지금 어디 있을까?,관심사,2.5,208
22360,사주로 보는 내 결혼 상대는?,결혼|결혼시기,1252,1,13663,어떤 사람과 사귈 운명일까?,직접,3.7,36
22360,사주로 보는 내 결혼 상대는?,결혼|결혼시기,1252,2,21964,내 사주에 연애 상대 몇 명 있을까?,직접,3.3,32
22360,사주로 보는 내 결혼 상대는?,결혼|결혼시기,1252,3,2202,사주로 보는 직업운,직접,2.9,29
22360,사주로 보는 내 결혼 상대는?,결혼|결혼시기,1252,4,23878,내 운명 지금 어디 있을까?,직접,2.8,28
22360,사주로 보는 내 결혼 상대는?,결혼|결혼시기,1252,5,2505,지금 날 좋아하는 사람은?,직접,2.5,25
22426,내 인생의 귀인 + 피해야 할 악인은?,일반운세|*,51,1,2202,사주로 보는 직업운,관심사,3.3,117
22426,내 인생의 귀인 + 피해야 할 악인은?,일반운세|*,51,2,2165,사주로 보는 재물운,관심사,2.9,102
22426,내 인생의 귀인 + 피해야 할 악인은?,일반운세|*,51,3,21964,내 사주에 연애 상대 몇 명 있을까?,관심사,2.2,76
22426,내 인생의 귀인 + 피해야 할 악인은?,일반운세|*,51,4,28729,내 운이 트이는 동네는?(서울편),관심사,2.0,69
22426,내 인생의 귀인 + 피해야 할 악인은?,일반운세|*,51,5,2141,그 사람의 속마음,관심사,1.9,67
22459,(미상:22459),연애|*,1,1,2141,그 사람의 속마음,관심사,5.4,1227
22459,(미상:22459),연애|*,1,2,2505,지금 날 좋아하는 사람은?,관심사,3.1,715
22459,(미상:22459),연애|*,1,3,42952,내 사주에 쓰인 운명의 배우자,관심사,2.7,611
22459,(미상:22459),연애|*,1,4,13663,어떤 사람과 사귈 운명일까?,관심사,2.4,556
22459,(미상:22459),연애|*,1,5,400,다시 만날 수 있을까,관심사,2.4,552
22492,(미상:22492),총운|*,1,1,2141,그 사람의 속마음,관심사,2.4,74
22492,(미상:22492),총운|*,1,2,55360,2026년 신년운세 보고서,관심사,2.4,74
22492,(미상:22492),총운|*,1,3,42952,내 사주에 쓰인 운명의 배우자,관심사,2.3,73
22492,(미상:22492),총운|*,1,4,2202,사주로 보는 직업운,관심사,2.0,63
22492,(미상:22492),총운|*,1,5,2505,지금 날 좋아하는 사람은?,관심사,1.6,49
22525,부자되는 필승법 : 미래 재산 확인하기,재물금전|*,6,1,2165,사주로 보는 재물운,관심사,6.1,84
22525,부자되는 필승법 : 미래 재산 확인하기,재물금전|*,6,2,20974,타고난 부(富): 내 사주 재물운과 평생 모을 재산은?,관심사,5.2,71
22525,부자되는 필승법 : 미래 재산 확인하기,재물금전|*,6,3,2202,사주로 보는 직업운,관심사,4.2,58
22525,부자되는 필승법 : 미래 재산 확인하기,재물금전|*,6,4,2465,사주로 보는 내 전성기,관심사,2.3,31
22525,부자되는 필승법 : 미래 재산 확인하기,재물금전|*,6,5,2127,이 주의 금전운,관심사,1.7,24
22564,심층 궁합: 그 사람과 사귀면 어떨까?,연애|썸짝사랑|궁합,11,1,2141,그 사람의 속마음,관심사,22.2,2
22564,심층 궁합: 그 사람과 사귀면 어떨까?,연애|썸짝사랑|궁합,11,2,21734,그 사람 속마음 [심화],관심사,11.1,1
22564,심층 궁합: 그 사람과 사귀면 어떨까?,연애|썸짝사랑|궁합,11,3,21964,내 사주에 연애 상대 몇 명 있을까?,관심사,11.1,1
22564,심층 궁합: 그 사람과 사귀면 어떨까?,연애|썸짝사랑|궁합,11,4,16379,썸 어떻게 될까?,관심사,11.1,1
22564,심층 궁합: 그 사람과 사귀면 어떨까?,연애|썸짝사랑|궁합,11,5,16378,짝사랑 이루어질까?,관심사,11.1,1
22690,일생 풀이: 천운과 타고난 복(福),일반운세|*,63,1,2202,사주로 보는 직업운,관심사,3.3,117
22690,일생 풀이: 천운과 타고난 복(福),일반운세|*,63,2,2165,사주로 보는 재물운,관심사,2.9,102
22690,일생 풀이: 천운과 타고난 복(福),일반운세|*,63,3,21964,내 사주에 연애 상대 몇 명 있을까?,관심사,2.2,76
22690,일생 풀이: 천운과 타고난 복(福),일반운세|*,63,4,28729,내 운이 트이는 동네는?(서울편),관심사,2.0,69
22690,일생 풀이: 천운과 타고난 복(福),일반운세|*,63,5,2141,그 사람의 속마음,관심사,1.9,67
22723,(미상:22723),총운|*,7,1,2141,그 사람의 속마음,관심사,2.4,74
22723,(미상:22723),총운|*,7,2,55360,2026년 신년운세 보고서,관심사,2.4,74
22723,(미상:22723),총운|*,7,3,42952,내 사주에 쓰인 운명의 배우자,관심사,2.3,73
22723,(미상:22723),총운|*,7,4,2202,사주로 보는 직업운,관심사,2.0,63
22723,(미상:22723),총운|*,7,5,2505,지금 날 좋아하는 사람은?,관심사,1.6,49
22756,(미상:22756),일반운세|*,6,1,2202,사주로 보는 직업운,관심사,3.3,117
22756,(미상:22756),일반운세|*,6,2,2165,사주로 보는 재물운,관심사,2.9,102
22756,(미상:22756),일반운세|*,6,3,21964,내 사주에 연애 상대 몇 명 있을까?,관심사,2.2,76
22756,(미상:22756),일반운세|*,6,4,28729,내 운이 트이는 동네는?(서울편),관심사,2.0,69
22756,(미상:22756),일반운세|*,6,5,2141,그 사람의 속마음,관심사,1.9,67
22789,아무리 쉬어도 2% 부족한 이유는?,기타|*,4,1,2141,그 사람의 속마음,관심사,4.3,6
22789,아무리 쉬어도 2% 부족한 이유는?,기타|*,4,2,2505,지금 날 좋아하는 사람은?,관심사,1.4,2
22789,아무리 쉬어도 2% 부족한 이유는?,기타|*,4,3,47704,삼신할매가 점지한 내 진짜 인연 VS 가짜 인연,관심사,1.4,2
22789,아무리 쉬어도 2% 부족한 이유는?,기타|*,4,4,43117,내 사주의 사랑운: 연애만? 결혼까지!,관심사,1.4,2
22789,아무리 쉬어도 2% 부족한 이유는?,기타|*,4,5,400,다시 만날 수 있을까,관심사,1.4,2
22792,사주오행 활용: 내가 갑이 되는 연애법,연애|*,6,1,2141,그 사람의 속마음,관심사,5.4,1227
22792,사주오행 활용: 내가 갑이 되는 연애법,연애|*,6,2,2505,지금 날 좋아하는 사람은?,관심사,3.1,715
22792,사주오행 활용: 내가 갑이 되는 연애법,연애|*,6,3,42952,내 사주에 쓰인 운명의 배우자,관심사,2.7,611
22792,사주오행 활용: 내가 갑이 되는 연애법,연애|*,6,4,13663,어떤 사람과 사귈 운명일까?,관심사,2.4,556
22792,사주오행 활용: 내가 갑이 되는 연애법,연애|*,6,5,400,다시 만날 수 있을까,관심사,2.4,552
22795,사주팔자로 나의 성향 알아보기,일반운세|*,128,1,2202,사주로 보는 직업운,관심사,3.3,117
22795,사주팔자로 나의 성향 알아보기,일반운세|*,128,2,2165,사주로 보는 재물운,관심사,2.9,102
22795,사주팔자로 나의 성향 알아보기,일반운세|*,128,3,21964,내 사주에 연애 상대 몇 명 있을까?,관심사,2.2,76
22795,사주팔자로 나의 성향 알아보기,일반운세|*,128,4,28729,내 운이 트이는 동네는?(서울편),관심사,2.0,69
22795,사주팔자로 나의 성향 알아보기,일반운세|*,128,5,2141,그 사람의 속마음,관심사,1.9,67
22922,90초만에 감정 롤러코스터에서 벗어나는 방법,기타|*,1,1,2141,그 사람의 속마음,관심사,4.3,6
22922,90초만에 감정 롤러코스터에서 벗어나는 방법,기타|*,1,2,2505,지금 날 좋아하는 사람은?,관심사,1.4,2
22922,90초만에 감정 롤러코스터에서 벗어나는 방법,기타|*,1,3,47704,삼신할매가 점지한 내 진짜 인연 VS 가짜 인연,관심사,1.4,2
22922,90초만에 감정 롤러코스터에서 벗어나는 방법,기타|*,1,4,43117,내 사주의 사랑운: 연애만? 결혼까지!,관심사,1.4,2
22922,90초만에 감정 롤러코스터에서 벗어나는 방법,기타|*,1,5,400,다시 만날 수 있을까,관심사,1.4,2
22954,인생 피는 살풀이: 반드시 주목해야 할 살은?,일반운세|*,22,1,2202,사주로 보는 직업운,관심사,3.3,117
22954,인생 피는 살풀이: 반드시 주목해야 할 살은?,일반운세|*,22,2,2165,사주로 보는 재물운,관심사,2.9,102
22954,인생 피는 살풀이: 반드시 주목해야 할 살은?,일반운세|*,22,3,21964,내 사주에 연애 상대 몇 명 있을까?,관심사,2.2,76
22954,인생 피는 살풀이: 반드시 주목해야 할 살은?,일반운세|*,22,4,28729,내 운이 트이는 동네는?(서울편),관심사,2.0,69
22954,인생 피는 살풀이: 반드시 주목해야 할 살은?,일반운세|*,22,5,2141,그 사람의 속마음,관심사,1.9,67
22987,다음 연애의 시작 | 새로운 인연,연애|새로운만남,15,1,2141,그 사람의 속마음,관심사,4.4,365
22987,다음 연애의 시작 | 새로운 인연,연애|새로운만남,15,2,2505,지금 날 좋아하는 사람은?,관심사,4.4,360
22987,다음 연애의 시작 | 새로운 인연,연애|새로운만남,15,3,21964,내 사주에 연애 상대 몇 명 있을까?,관심사,3.8,311
22987,다음 연애의 시작 | 새로운 인연,연애|새로운만남,15,4,13663,어떤 사람과 사귈 운명일까?,관심사,3.6,295
22987,다음 연애의 시작 | 새로운 인연,연애|새로운만남,15,5,23878,내 운명 지금 어디 있을까?,관심사,2.5,208
22988,애인이 있어도 외로운 이유는?,기타|*,9,1,2141,그 사람의 속마음,관심사,4.3,6
22988,애인이 있어도 외로운 이유는?,기타|*,9,2,2505,지금 날 좋아하는 사람은?,관심사,1.4,2
22988,애인이 있어도 외로운 이유는?,기타|*,9,3,47704,삼신할매가 점지한 내 진짜 인연 VS 가짜 인연,관심사,1.4,2
22988,애인이 있어도 외로운 이유는?,기타|*,9,4,43117,내 사주의 사랑운: 연애만? 결혼까지!,관심사,1.4,2
22988,애인이 있어도 외로운 이유는?,기타|*,9,5,400,다시 만날 수 있을까,관심사,1.4,2
23024,외로움 악순환에서 벗어나는 3가지 방법,기타|*,4,1,2141,그 사람의 속마음,관심사,4.3,6
23024,외로움 악순환에서 벗어나는 3가지 방법,기타|*,4,2,2505,지금 날 좋아하는 사람은?,관심사,1.4,2
23024,외로움 악순환에서 벗어나는 3가지 방법,기타|*,4,3,47704,삼신할매가 점지한 내 진짜 인연 VS 가짜 인연,관심사,1.4,2
23024,외로움 악순환에서 벗어나는 3가지 방법,기타|*,4,4,43117,내 사주의 사랑운: 연애만? 결혼까지!,관심사,1.4,2
23024,외로움 악순환에서 벗어나는 3가지 방법,기타|*,4,5,400,다시 만날 수 있을까,관심사,1.4,2
23053,(미상:23053),총운|*,1,1,2141,그 사람의 속마음,관심사,2.4,74
23053,(미상:23053),총운|*,1,2,55360,2026년 신년운세 보고서,관심사,2.4,74
23053,(미상:23053),총운|*,1,3,42952,내 사주에 쓰인 운명의 배우자,관심사,2.3,73
23053,(미상:23053),총운|*,1,4,2202,사주로 보는 직업운,관심사,2.0,63
23053,(미상:23053),총운|*,1,5,2505,지금 날 좋아하는 사람은?,관심사,1.6,49
23086,D-DAY 타로: 솔로 탈출까지 며칠 남았을까?,연애|새로운만남,155,1,2141,그 사람의 속마음,관심사,4.4,365
23086,D-DAY 타로: 솔로 탈출까지 며칠 남았을까?,연애|새로운만남,155,2,2505,지금 날 좋아하는 사람은?,관심사,4.4,360
23086,D-DAY 타로: 솔로 탈출까지 며칠 남았을까?,연애|새로운만남,155,3,21964,내 사주에 연애 상대 몇 명 있을까?,관심사,3.8,311
23086,D-DAY 타로: 솔로 탈출까지 며칠 남았을까?,연애|새로운만남,155,4,13663,어떤 사람과 사귈 운명일까?,관심사,3.6,295
23086,D-DAY 타로: 솔로 탈출까지 며칠 남았을까?,연애|새로운만남,155,5,23878,내 운명 지금 어디 있을까?,관심사,2.5,208
23087,오늘의 대박 지수: 금전운 풀이,재물금전|*,7,1,2165,사주로 보는 재물운,관심사,6.1,84
23087,오늘의 대박 지수: 금전운 풀이,재물금전|*,7,2,20974,타고난 부(富): 내 사주 재물운과 평생 모을 재산은?,관심사,5.2,71
23087,오늘의 대박 지수: 금전운 풀이,재물금전|*,7,3,2202,사주로 보는 직업운,관심사,4.2,58
23087,오늘의 대박 지수: 금전운 풀이,재물금전|*,7,4,2465,사주로 보는 내 전성기,관심사,2.3,31
23087,오늘의 대박 지수: 금전운 풀이,재물금전|*,7,5,2127,이 주의 금전운,관심사,1.7,24
23088,오늘의 썸 연애운: 그 사람과 잘 되는 법,연애|썸짝사랑,136,1,2141,그 사람의 속마음,직접,26.7,24
23088,오늘의 썸 연애운: 그 사람과 잘 되는 법,연애|썸짝사랑,136,2,17212,그 사람이 연락을 안 하는 이유,관심사,3.9,81
23088,오늘의 썸 연애운: 그 사람과 잘 되는 법,연애|썸짝사랑,136,3,18648,내가 관심 있는 거 눈치챘을까?,관심사,2.8,59
23088,오늘의 썸 연애운: 그 사람과 잘 되는 법,연애|썸짝사랑,136,4,16378,짝사랑 이루어질까?,관심사,2.4,49
23088,오늘의 썸 연애운: 그 사람과 잘 되는 법,연애|썸짝사랑,136,5,2505,지금 날 좋아하는 사람은?,관심사,2.1,44
23089,연봉 상승 비책: 올해 취업•이직운,재물금전|*,79,1,2165,사주로 보는 재물운,관심사,6.1,84
23089,연봉 상승 비책: 올해 취업•이직운,재물금전|*,79,2,20974,타고난 부(富): 내 사주 재물운과 평생 모을 재산은?,관심사,5.2,71
23089,연봉 상승 비책: 올해 취업•이직운,재물금전|*,79,3,2202,사주로 보는 직업운,관심사,4.2,58
23089,연봉 상승 비책: 올해 취업•이직운,재물금전|*,79,4,2465,사주로 보는 내 전성기,관심사,2.3,31
23089,연봉 상승 비책: 올해 취업•이직운,재물금전|*,79,5,2127,이 주의 금전운,관심사,1.7,24
23152,불안을 멈추는 3가지 방법,기타|*,5,1,2141,그 사람의 속마음,관심사,4.3,6
23152,불안을 멈추는 3가지 방법,기타|*,5,2,2505,지금 날 좋아하는 사람은?,관심사,1.4,2
23152,불안을 멈추는 3가지 방법,기타|*,5,3,47704,삼신할매가 점지한 내 진짜 인연 VS 가짜 인연,관심사,1.4,2
23152,불안을 멈추는 3가지 방법,기타|*,5,4,43117,내 사주의 사랑운: 연애만? 결혼까지!,관심사,1.4,2
23152,불안을 멈추는 3가지 방법,기타|*,5,5,400,다시 만날 수 있을까,관심사,1.4,2
23153,(추천 할인) D-DAY 타로: 솔로 탈출까지 며칠 남았을까?,연애|새로운만남,6,1,2141,그 사람의 속마음,관심사,4.4,365
23153,(추천 할인) D-DAY 타로: 솔로 탈출까지 며칠 남았을까?,연애|새로운만남,6,2,2505,지금 날 좋아하는 사람은?,관심사,4.4,360
23153,(추천 할인) D-DAY 타로: 솔로 탈출까지 며칠 남았을까?,연애|새로운만남,6,3,21964,내 사주에 연애 상대 몇 명 있을까?,관심사,3.8,311
23153,(추천 할인) D-DAY 타로: 솔로 탈출까지 며칠 남았을까?,연애|새로운만남,6,4,13663,어떤 사람과 사귈 운명일까?,관심사,3.6,295
23153,(추천 할인) D-DAY 타로: 솔로 탈출까지 며칠 남았을까?,연애|새로운만남,6,5,23878,내 운명 지금 어디 있을까?,관심사,2.5,208
23186,이번 주에 고백하면 성공할까?,연애|썸짝사랑,102,1,2141,그 사람의 속마음,직접,28.6,24
23186,이번 주에 고백하면 성공할까?,연애|썸짝사랑,102,2,17212,그 사람이 연락을 안 하는 이유,관심사,3.9,81
23186,이번 주에 고백하면 성공할까?,연애|썸짝사랑,102,3,18648,내가 관심 있는 거 눈치챘을까?,관심사,2.8,59
23186,이번 주에 고백하면 성공할까?,연애|썸짝사랑,102,4,16378,짝사랑 이루어질까?,관심사,2.4,49
23186,이번 주에 고백하면 성공할까?,연애|썸짝사랑,102,5,2505,지금 날 좋아하는 사람은?,관심사,2.1,44
23187,이번 주에 만나게 될 인연은?,연애|*,102,1,2141,그 사람의 속마음,관심사,5.4,1227
23187,이번 주에 만나게 될 인연은?,연애|*,102,2,2505,지금 날 좋아하는 사람은?,관심사,3.1,715
23187,이번 주에 만나게 될 인연은?,연애|*,102,3,42952,내 사주에 쓰인 운명의 배우자,관심사,2.7,611
23187,이번 주에 만나게 될 인연은?,연애|*,102,4,13663,어떤 사람과 사귈 운명일까?,관심사,2.4,556
23187,이번 주에 만나게 될 인연은?,연애|*,102,5,400,다시 만날 수 있을까,관심사,2.4,552
23221,직접 뽑아보는 다음 달 운세,일반운세|*,1,1,2202,사주로 보는 직업운,관심사,3.3,117
23221,직접 뽑아보는 다음 달 운세,일반운세|*,1,2,2165,사주로 보는 재물운,관심사,2.9,102
23221,직접 뽑아보는 다음 달 운세,일반운세|*,1,3,21964,내 사주에 연애 상대 몇 명 있을까?,관심사,2.2,76
23221,직접 뽑아보는 다음 달 운세,일반운세|*,1,4,28729,내 운이 트이는 동네는?(서울편),관심사,2.0,69
23221,직접 뽑아보는 다음 달 운세,일반운세|*,1,5,2141,그 사람의 속마음,관심사,1.9,67
23222,그 사람 나한테 왜 이럴까?,연애|*,88,1,2141,그 사람의 속마음,관심사,5.4,1227
23222,그 사람 나한테 왜 이럴까?,연애|*,88,2,2505,지금 날 좋아하는 사람은?,관심사,3.1,715
23222,그 사람 나한테 왜 이럴까?,연애|*,88,3,42952,내 사주에 쓰인 운명의 배우자,관심사,2.7,611
23222,그 사람 나한테 왜 이럴까?,연애|*,88,4,13663,어떤 사람과 사귈 운명일까?,관심사,2.4,556
23222,그 사람 나한테 왜 이럴까?,연애|*,88,5,400,다시 만날 수 있을까,관심사,2.4,552
23226,(미상:23226),기타|*,3,1,2141,그 사람의 속마음,관심사,4.3,6
23226,(미상:23226),기타|*,3,2,2505,지금 날 좋아하는 사람은?,관심사,1.4,2
23226,(미상:23226),기타|*,3,3,47704,삼신할매가 점지한 내 진짜 인연 VS 가짜 인연,관심사,1.4,2
23226,(미상:23226),기타|*,3,4,43117,내 사주의 사랑운: 연애만? 결혼까지!,관심사,1.4,2
23226,(미상:23226),기타|*,3,5,400,다시 만날 수 있을까,관심사,1.4,2
23317,"[속마음] 연락 없는 그 사람, 지금 무슨 생각일까?",연애|속마음,1,1,2141,그 사람의 속마음,관심사,13.8,597
23317,"[속마음] 연락 없는 그 사람, 지금 무슨 생각일까?",연애|속마음,1,2,17212,그 사람이 연락을 안 하는 이유,관심사,9.4,408
23317,"[속마음] 연락 없는 그 사람, 지금 무슨 생각일까?",연애|속마음,1,3,400,다시 만날 수 있을까,관심사,4.2,180
23317,"[속마음] 연락 없는 그 사람, 지금 무슨 생각일까?",연애|속마음,1,4,16426,좋아하는 그 사람의 속마음은?,관심사,3.3,143
23317,"[속마음] 연락 없는 그 사람, 지금 무슨 생각일까?",연애|속마음,1,5,2429,그 사람과 사귀면 어떨까?,관심사,3.0,132
23704,내 마음은 지금 어떤 상태일까?,일반운세|*,27,1,2202,사주로 보는 직업운,관심사,3.3,117
23704,내 마음은 지금 어떤 상태일까?,일반운세|*,27,2,2165,사주로 보는 재물운,관심사,2.9,102
23704,내 마음은 지금 어떤 상태일까?,일반운세|*,27,3,21964,내 사주에 연애 상대 몇 명 있을까?,관심사,2.2,76
23704,내 마음은 지금 어떤 상태일까?,일반운세|*,27,4,28729,내 운이 트이는 동네는?(서울편),관심사,2.0,69
23704,내 마음은 지금 어떤 상태일까?,일반운세|*,27,5,2141,그 사람의 속마음,관심사,1.9,67
23705,그 사람 얼마나 잘 지낼까?,연애|재회,105,1,400,다시 만날 수 있을까,직접,18.3,17
23705,그 사람 얼마나 잘 지낼까?,연애|재회,105,2,2217,그날 헤어지지 않았다면,직접,10.8,10
23705,그 사람 얼마나 잘 지낼까?,연애|재회,105,3,2142,재회확률 높이는 법,관심사,8.7,1014
23705,그 사람 얼마나 잘 지낼까?,연애|재회,105,4,2236,전연인 어떻게 지낼까,관심사,6.5,762
23705,그 사람 얼마나 잘 지낼까?,연애|재회,105,5,2141,그 사람의 속마음,관심사,5.1,596
23706,(미상:23706),연애|새로운만남,5,1,2141,그 사람의 속마음,관심사,4.4,365
23706,(미상:23706),연애|새로운만남,5,2,2505,지금 날 좋아하는 사람은?,관심사,4.4,360
23706,(미상:23706),연애|새로운만남,5,3,21964,내 사주에 연애 상대 몇 명 있을까?,관심사,3.8,311
23706,(미상:23706),연애|새로운만남,5,4,13663,어떤 사람과 사귈 운명일까?,관심사,3.6,295
23706,(미상:23706),연애|새로운만남,5,5,23878,내 운명 지금 어디 있을까?,관심사,2.5,208
23846,그 사람과의 '속궁합'은 어떨까?💖,연애|궁합,1,1,1210,우리 얼마나 오래 갈까?,관심사,5.9,155
23846,그 사람과의 '속궁합'은 어떨까?💖,연애|궁합,1,2,2166,그 사람과 나의 사주 궁합,관심사,5.2,136
23846,그 사람과의 '속궁합'은 어떨까?💖,연애|궁합,1,3,27376,결혼 OX 궁합: 이 사람과 결혼해도 될까?,관심사,4.5,119
23846,그 사람과의 '속궁합'은 어떨까?💖,연애|궁합,1,4,2141,그 사람의 속마음,관심사,3.8,99
23846,그 사람과의 '속궁합'은 어떨까?💖,연애|궁합,1,5,26805,그 사람과 나의 3가지 사주궁합,관심사,2.8,73
23848,지금 그 사람의 속마음은?,연애|속마음,1,1,2141,그 사람의 속마음,관심사,13.8,597
23848,지금 그 사람의 속마음은?,연애|속마음,1,2,17212,그 사람이 연락을 안 하는 이유,관심사,9.4,408
23848,지금 그 사람의 속마음은?,연애|속마음,1,3,400,다시 만날 수 있을까,관심사,4.2,180
23848,지금 그 사람의 속마음은?,연애|속마음,1,4,16426,좋아하는 그 사람의 속마음은?,관심사,3.3,143
23848,지금 그 사람의 속마음은?,연애|속마음,1,5,2429,그 사람과 사귀면 어떨까?,관심사,3.0,132
23853,(미상:23853),총운|*,1,1,2141,그 사람의 속마음,관심사,2.4,74
23853,(미상:23853),총운|*,1,2,55360,2026년 신년운세 보고서,관심사,2.4,74
23853,(미상:23853),총운|*,1,3,42952,내 사주에 쓰인 운명의 배우자,관심사,2.3,73
23853,(미상:23853),총운|*,1,4,2202,사주로 보는 직업운,관심사,2.0,63
23853,(미상:23853),총운|*,1,5,2505,지금 날 좋아하는 사람은?,관심사,1.6,49
23878,내 운명 지금 어디 있을까?,연애|새로운만남,1058,1,21964,내 사주에 연애 상대 몇 명 있을까?,직접,5.0,43
23878,내 운명 지금 어디 있을까?,연애|새로운만남,1058,2,22360,사주로 보는 내 결혼 상대는?,직접,3.8,33
23878,내 운명 지금 어디 있을까?,연애|새로운만남,1058,3,24572,"{{이름}}[[이의/의]] 운명의 인연, 언제 만날까?",직접,3.3,29
23878,내 운명 지금 어디 있을까?,연애|새로운만남,1058,4,2505,지금 날 좋아하는 사람은?,직접,3.1,27
23878,내 운명 지금 어디 있을까?,연애|새로운만남,1058,5,2141,그 사람의 속마음,직접,3.1,27
23882,(추천할인) 내 운명 지금 어디 있을까?,연애|새로운만남,1,1,2141,그 사람의 속마음,관심사,4.4,365
23882,(추천할인) 내 운명 지금 어디 있을까?,연애|새로운만남,1,2,2505,지금 날 좋아하는 사람은?,관심사,4.4,360
23882,(추천할인) 내 운명 지금 어디 있을까?,연애|새로운만남,1,3,21964,내 사주에 연애 상대 몇 명 있을까?,관심사,3.8,311
23882,(추천할인) 내 운명 지금 어디 있을까?,연애|새로운만남,1,4,13663,어떤 사람과 사귈 운명일까?,관심사,3.6,295
23882,(추천할인) 내 운명 지금 어디 있을까?,연애|새로운만남,1,5,23878,내 운명 지금 어디 있을까?,관심사,2.5,208
23883,선택 타로: 이 사람 계속 만나도 될까?,연애|썸짝사랑,82,1,2141,그 사람의 속마음,관심사,17.0,354
23883,선택 타로: 이 사람 계속 만나도 될까?,연애|썸짝사랑,82,2,17212,그 사람이 연락을 안 하는 이유,관심사,3.9,81
23883,선택 타로: 이 사람 계속 만나도 될까?,연애|썸짝사랑,82,3,18648,내가 관심 있는 거 눈치챘을까?,관심사,2.8,59
23883,선택 타로: 이 사람 계속 만나도 될까?,연애|썸짝사랑,82,4,16378,짝사랑 이루어질까?,관심사,2.4,49
23883,선택 타로: 이 사람 계속 만나도 될까?,연애|썸짝사랑,82,5,2505,지금 날 좋아하는 사람은?,관심사,2.1,44
23885,(미상:23885),재물금전|*,25,1,2165,사주로 보는 재물운,관심사,6.1,84
23885,(미상:23885),재물금전|*,25,2,20974,타고난 부(富): 내 사주 재물운과 평생 모을 재산은?,관심사,5.2,71
23885,(미상:23885),재물금전|*,25,3,2202,사주로 보는 직업운,관심사,4.2,58
23885,(미상:23885),재물금전|*,25,4,2465,사주로 보는 내 전성기,관심사,2.3,31
23885,(미상:23885),재물금전|*,25,5,2127,이 주의 금전운,관심사,1.7,24
23889,[이별과 재회] 너와 다시 만날 수 있을까?✨,연애|재회,1,1,400,다시 만날 수 있을까,관심사,15.0,1753
23889,[이별과 재회] 너와 다시 만날 수 있을까?✨,연애|재회,1,2,2142,재회확률 높이는 법,관심사,8.7,1014
23889,[이별과 재회] 너와 다시 만날 수 있을까?✨,연애|재회,1,3,2236,전연인 어떻게 지낼까,관심사,6.5,762
23889,[이별과 재회] 너와 다시 만날 수 있을까?✨,연애|재회,1,4,2141,그 사람의 속마음,관심사,5.1,596
23889,[이별과 재회] 너와 다시 만날 수 있을까?✨,연애|재회,1,5,28894,재회 사주: 그 사람과 다시 만날 운명일까?,관심사,4.0,468
23894,(미상:23894),연애|새로운만남,2,1,2141,그 사람의 속마음,관심사,4.4,365
23894,(미상:23894),연애|새로운만남,2,2,2505,지금 날 좋아하는 사람은?,관심사,4.4,360
23894,(미상:23894),연애|새로운만남,2,3,21964,내 사주에 연애 상대 몇 명 있을까?,관심사,3.8,311
23894,(미상:23894),연애|새로운만남,2,4,13663,어떤 사람과 사귈 운명일까?,관심사,3.6,295
23894,(미상:23894),연애|새로운만남,2,5,23878,내 운명 지금 어디 있을까?,관심사,2.5,208
23921,그 사람 나한테 무슨 감정이야?,연애|*,6,1,2141,그 사람의 속마음,관심사,5.4,1227
23921,그 사람 나한테 무슨 감정이야?,연애|*,6,2,2505,지금 날 좋아하는 사람은?,관심사,3.1,715
23921,그 사람 나한테 무슨 감정이야?,연애|*,6,3,42952,내 사주에 쓰인 운명의 배우자,관심사,2.7,611
23921,그 사람 나한테 무슨 감정이야?,연애|*,6,4,13663,어떤 사람과 사귈 운명일까?,관심사,2.4,556
23921,그 사람 나한테 무슨 감정이야?,연애|*,6,5,400,다시 만날 수 있을까,관심사,2.4,552
24001,"[솔로 연애운] 당신의 다음 연애, 디테일하게 알려드려요",연애|새로운만남,1,1,2141,그 사람의 속마음,관심사,4.4,365
24001,"[솔로 연애운] 당신의 다음 연애, 디테일하게 알려드려요",연애|새로운만남,1,2,2505,지금 날 좋아하는 사람은?,관심사,4.4,360
