anchor,anchor_name,anchor_n,rank,rec_menu,rec_name,rec_cat,pair_n,conf_pct,lift,wilson_lb_pct
42660,"우리 커플 삼단궁합 : 연애궁합, 속궁합, 결혼궁합",255,1,2166,그 사람과 나의 사주 궁합,연애/사주,16,6.3,5.1,3.9
42660,"우리 커플 삼단궁합 : 연애궁합, 속궁합, 결혼궁합",255,2,27376,결혼 OX 궁합: 이 사람과 결혼해도 될까?,결혼/사주,16,6.3,7.41,3.9
42660,"우리 커플 삼단궁합 : 연애궁합, 속궁합, 결혼궁합",255,3,1210,우리 얼마나 오래 갈까?,연애/타로,13,5.1,4.4,3.0
42754,그 사람과 나의 재회 공식 3가지,141,1,400,다시 만날 수 있을까,연애/타로,15,10.6,2.6,6.6
42754,그 사람과 나의 재회 공식 3가지,141,2,2142,재회확률 높이는 법,연애/타로,15,10.6,5.19,6.6
42952,내 사주에 쓰인 운명의 배우자,2048,1,21964,내 사주에 연애 상대 몇 명 있을까?,연애/사주,71,3.5,1.96,2.8
42952,내 사주에 쓰인 운명의 배우자,2048,2,2505,지금 날 좋아하는 사람은?,연애/타로,70,3.4,1.59,2.7
42952,내 사주에 쓰인 운명의 배우자,2048,3,43117,내 사주의 사랑운: 연애만? 결혼까지!,연애/사주,68,3.3,2.67,2.6
42952,내 사주에 쓰인 운명의 배우자,2048,4,23878,내 운명 지금 어디 있을까?,연애/사주,59,2.9,2.53,2.2
42952,내 사주에 쓰인 운명의 배우자,2048,5,13663,어떤 사람과 사귈 운명일까?,연애/타로,52,2.5,1.46,1.9
43117,내 사주의 사랑운: 연애만? 결혼까지!,1226,1,42952,내 사주에 쓰인 운명의 배우자,연애/사주,53,4.3,2.52,3.3
43117,내 사주의 사랑운: 연애만? 결혼까지!,1226,2,47704,삼신할매가 점지한 내 진짜 인연 VS 가짜 인연,연애/사주,45,3.7,2.84,2.8
43117,내 사주의 사랑운: 연애만? 결혼까지!,1226,3,21964,내 사주에 연애 상대 몇 명 있을까?,연애/사주,40,3.3,1.84,2.4
43117,내 사주의 사랑운: 연애만? 결혼까지!,1226,4,2141,그 사람의 속마음,연애/타로,32,2.6,0.51,1.9
43117,내 사주의 사랑운: 연애만? 결혼까지!,1226,5,2505,지금 날 좋아하는 사람은?,연애/타로,29,2.4,1.1,1.7
43216,2025년 신년운세 보고서,853,1,42952,내 사주에 쓰인 운명의 배우자,연애/사주,35,4.1,2.39,3.0
43216,2025년 신년운세 보고서,853,2,2141,그 사람의 속마음,연애/타로,26,3.0,0.59,2.1
43216,2025년 신년운세 보고서,853,3,55360,2026년 신년운세 보고서,총운/사주,22,2.6,6.11,1.7
43216,2025년 신년운세 보고서,853,4,2202,사주로 보는 직업운,학업직업/사주,18,2.1,1.67,1.3
43216,2025년 신년운세 보고서,853,5,2505,지금 날 좋아하는 사람은?,연애/타로,17,2.0,0.93,1.2
43249,"사주 직업 컨설팅: 사업, 직장, 업종",192,1,2202,사주로 보는 직업운,학업직업/사주,20,10.4,8.26,6.8
43513,2025 을사년 운세: 사랑과 인연,2874,1,2141,그 사람의 속마음,연애/타로,133,4.6,0.9,3.9
43513,2025 을사년 운세: 사랑과 인연,2874,2,400,다시 만날 수 있을까,연애/타로,120,4.2,1.02,3.5
43513,2025 을사년 운세: 사랑과 인연,2874,3,42952,내 사주에 쓰인 운명의 배우자,연애/사주,118,4.1,2.39,3.4
43513,2025 을사년 운세: 사랑과 인연,2874,4,28894,재회 사주: 그 사람과 다시 만날 운명일까?,연애/사주,86,3.0,1.9,2.4
43513,2025 을사년 운세: 사랑과 인연,2874,5,2505,지금 날 좋아하는 사람은?,연애/타로,80,2.8,1.29,2.2
43683,[창광] 25년 을사년 사랑운과 인연운,507,1,42952,내 사주에 쓰인 운명의 배우자,연애/사주,23,4.5,2.64,3.0
43683,[창광] 25년 을사년 사랑운과 인연운,507,2,2505,지금 날 좋아하는 사람은?,연애/타로,22,4.3,2.02,2.9
43683,[창광] 25년 을사년 사랑운과 인연운,507,3,43117,내 사주의 사랑운: 연애만? 결혼까지!,연애/사주,17,3.4,2.69,2.1
43683,[창광] 25년 을사년 사랑운과 인연운,507,4,2141,그 사람의 속마음,연애/타로,13,2.6,0.5,1.5
43683,[창광] 25년 을사년 사랑운과 인연운,507,5,28894,재회 사주: 그 사람과 다시 만날 운명일까?,연애/사주,11,2.2,1.38,1.2
43685,[창광] 25년 을사년 직업운과 합격운,382,1,2202,사주로 보는 직업운,학업직업/사주,31,8.1,6.44,5.8
43685,[창광] 25년 을사년 직업운과 합격운,382,2,2425,이달의 합격운,학업직업/사주,25,6.5,24.66,4.5
43685,[창광] 25년 을사년 직업운과 합격운,382,3,56516,[창광] 26년 병오년 직업운과 합격운,학업직업/사주,10,2.6,15.72,1.4
43685,[창광] 25년 을사년 직업운과 합격운,382,4,536,시험 잘 볼 수 있을까,학업직업/타로,10,2.6,13.15,1.4
43686,"[창광] 신년운세 통합본 ""2025년 을사년""",320,1,42952,내 사주에 쓰인 운명의 배우자,연애/사주,16,5.0,2.91,3.1
44108,2025년에 찾아올 두 명의 인연,284,1,13663,어떤 사람과 사귈 운명일까?,연애/타로,19,6.7,3.85,4.3
44108,2025년에 찾아올 두 명의 인연,284,2,2505,지금 날 좋아하는 사람은?,연애/타로,18,6.3,2.95,4.0
44108,2025년에 찾아올 두 명의 인연,284,3,42952,내 사주에 쓰인 운명의 배우자,연애/사주,14,4.9,2.87,3.0
44108,2025년에 찾아올 두 명의 인연,284,4,21964,내 사주에 연애 상대 몇 명 있을까?,연애/사주,11,3.9,2.19,2.2
44108,2025년에 찾아올 두 명의 인연,284,5,47704,삼신할매가 점지한 내 진짜 인연 VS 가짜 인연,연애/사주,10,3.5,2.73,1.9
44899,임신 타로: 이번 달 우리 아기 찾아올까?,207,1,34636,내 사주에 자녀 몇 명일까?: 타고난 재능과 성공운까지,가족자녀/사주,40,19.3,54.55,14.5
44899,임신 타로: 이번 달 우리 아기 찾아올까?,207,2,49519,임신운 풀이: 삼신할매가 점지한 우리 아가,가족자녀/사주,22,10.6,54.96,7.1
44899,임신 타로: 이번 달 우리 아기 찾아올까?,207,3,46384,이번 달 임신 확률은?,가족자녀/타로,16,7.7,92.82,4.8
44899,임신 타로: 이번 달 우리 아기 찾아올까?,207,4,51301,사주+타로: 임신운 심층 분석,가족자녀/타로,15,7.2,48.44,4.4
45097,헤어진 X와 재회할 수 있을까?,254,1,28894,재회 사주: 그 사람과 다시 만날 운명일까?,연애/사주,18,7.1,4.5,4.5
45097,헤어진 X와 재회할 수 있을까?,254,2,400,다시 만날 수 있을까,연애/타로,18,7.1,1.73,4.5
45097,헤어진 X와 재회할 수 있을까?,254,3,25978,D-DAY 재회 타로: 다시 만날 수 있을까?,연애/타로,16,6.3,6.47,3.9
45097,헤어진 X와 재회할 수 있을까?,254,4,47506,"재회 사주, 속마음 타로: {{이름}}님은 n일 뒤 재회합니다",연애/타로,12,4.7,11.74,2.7
45097,헤어진 X와 재회할 수 있을까?,254,5,49816,재회 사주: 헤어져도 다시 만날 필연,연애/사주,11,4.3,6.04,2.4
47506,"재회 사주, 속마음 타로: {{이름}}님은 n일 뒤 재회합니다",456,1,400,다시 만날 수 있을까,연애/타로,59,12.9,3.16,10.2
47506,"재회 사주, 속마음 타로: {{이름}}님은 n일 뒤 재회합니다",456,2,2142,재회확률 높이는 법,연애/타로,59,12.9,6.31,10.2
47506,"재회 사주, 속마음 타로: {{이름}}님은 n일 뒤 재회합니다",456,3,28894,재회 사주: 그 사람과 다시 만날 운명일까?,연애/사주,31,6.8,4.32,4.8
47506,"재회 사주, 속마음 타로: {{이름}}님은 n일 뒤 재회합니다",456,4,49816,재회 사주: 헤어져도 다시 만날 필연,연애/사주,22,4.8,6.73,3.2
47506,"재회 사주, 속마음 타로: {{이름}}님은 n일 뒤 재회합니다",456,5,18104,전연인 어떻게 지낼까 + 재회확률 높이는 법,연애/타로,16,3.5,4.6,2.2
47704,삼신할매가 점지한 내 진짜 인연 VS 가짜 인연,1386,1,2141,그 사람의 속마음,연애/타로,70,5.1,0.98,4.0
47704,삼신할매가 점지한 내 진짜 인연 VS 가짜 인연,1386,2,49255,내 팔자에 새겨진 천년배필,연애/사주,57,4.1,4.55,3.2
47704,삼신할매가 점지한 내 진짜 인연 VS 가짜 인연,1386,3,42952,내 사주에 쓰인 운명의 배우자,연애/사주,46,3.3,1.93,2.5
47704,삼신할매가 점지한 내 진짜 인연 VS 가짜 인연,1386,4,43117,내 사주의 사랑운: 연애만? 결혼까지!,연애/사주,42,3.0,2.43,2.2
47704,삼신할매가 점지한 내 진짜 인연 VS 가짜 인연,1386,5,49816,재회 사주: 헤어져도 다시 만날 필연,연애/사주,42,3.0,4.23,2.2
47935,재회OX궁합: 붙잡을 운명 vs 놓아줄 인연,331,1,49816,재회 사주: 헤어져도 다시 만날 필연,연애/사주,28,8.5,11.8,5.9
47935,재회OX궁합: 붙잡을 운명 vs 놓아줄 인연,331,2,400,다시 만날 수 있을까,연애/타로,27,8.2,1.99,5.7
47935,재회OX궁합: 붙잡을 운명 vs 놓아줄 인연,331,3,28894,재회 사주: 그 사람과 다시 만날 운명일까?,연애/사주,20,6.0,3.84,3.9
47935,재회OX궁합: 붙잡을 운명 vs 놓아줄 인연,331,4,47506,"재회 사주, 속마음 타로: {{이름}}님은 n일 뒤 재회합니다",연애/타로,19,5.7,14.27,3.7
47935,재회OX궁합: 붙잡을 운명 vs 놓아줄 인연,331,5,25978,D-DAY 재회 타로: 다시 만날 수 있을까?,연애/타로,12,3.6,3.72,2.1
48332,🪡6개월 내 반드시 만나게 될: 붉은 실 인연🧶,216,1,47704,삼신할매가 점지한 내 진짜 인연 VS 가짜 인연,연애/사주,16,7.4,5.74,4.6
48332,🪡6개월 내 반드시 만나게 될: 붉은 실 인연🧶,216,2,13663,어떤 사람과 사귈 운명일까?,연애/타로,14,6.5,3.73,3.9
48332,🪡6개월 내 반드시 만나게 될: 붉은 실 인연🧶,216,3,49255,내 팔자에 새겨진 천년배필,연애/사주,12,5.6,6.14,3.2
49255,내 팔자에 새겨진 천년배필,775,1,42952,내 사주에 쓰인 운명의 배우자,연애/사주,56,7.2,4.21,5.6
49255,내 팔자에 새겨진 천년배필,775,2,47704,삼신할매가 점지한 내 진짜 인연 VS 가짜 인연,연애/사주,45,5.8,4.5,4.4
49255,내 팔자에 새겨진 천년배필,775,3,43117,내 사주의 사랑운: 연애만? 결혼까지!,연애/사주,37,4.8,3.84,3.5
49255,내 팔자에 새겨진 천년배필,775,4,21799,월지로 보는 인연: 배우자가 될 3명의 후보,연애/사주,23,3.0,6.51,2.0
49255,내 팔자에 새겨진 천년배필,775,5,2141,그 사람의 속마음,연애/타로,22,2.8,0.55,1.9
49519,임신운 풀이: 삼신할매가 점지한 우리 아가,160,1,51301,사주+타로: 임신운 심층 분석,가족자녀/타로,41,25.6,171.28,19.5
49519,임신운 풀이: 삼신할매가 점지한 우리 아가,160,2,46384,이번 달 임신 확률은?,가족자녀/타로,21,13.1,157.61,8.7
49519,임신운 풀이: 삼신할매가 점지한 우리 아가,160,3,44899,임신 타로: 이번 달 우리 아기 찾아올까?,가족자녀/타로,14,8.8,53.44,5.3
49816,재회 사주: 헤어져도 다시 만날 필연,431,1,400,다시 만날 수 있을까,연애/타로,40,9.3,2.27,6.9
49816,재회 사주: 헤어져도 다시 만날 필연,431,2,47935,재회OX궁합: 붙잡을 운명 vs 놓아줄 인연,연애/사주,33,7.7,22.79,5.5
49816,재회 사주: 헤어져도 다시 만날 필연,431,3,47506,"재회 사주, 속마음 타로: {{이름}}님은 n일 뒤 재회합니다",연애/타로,26,6.0,15.0,4.1
49816,재회 사주: 헤어져도 다시 만날 필연,431,4,28894,재회 사주: 그 사람과 다시 만날 운명일까?,연애/사주,23,5.3,3.39,3.6
49816,재회 사주: 헤어져도 다시 만날 필연,431,5,56648,재회 궁합: 그 사람 반드시 돌아오게 하는 법,연애/사주,20,4.6,32.88,3.0
49882,그 사람의 숨겨진 진짜 속마음 💟,181,1,2141,그 사람의 속마음,연애/타로,33,18.2,3.54,13.3
49882,그 사람의 숨겨진 진짜 속마음 💟,181,2,1210,우리 얼마나 오래 갈까?,연애/타로,11,6.1,5.25,3.4
50014,2025년 하반기 운세 보고서,235,1,49255,내 팔자에 새겨진 천년배필,연애/사주,18,7.7,8.47,4.9
50014,2025년 하반기 운세 보고서,235,2,55360,2026년 신년운세 보고서,총운/사주,16,6.8,16.13,4.2
50312,2025 을사년 하반기 애정운,742,1,47704,삼신할매가 점지한 내 진짜 인연 VS 가짜 인연,연애/사주,44,5.9,4.59,4.4
50312,2025 을사년 하반기 애정운,742,2,2141,그 사람의 속마음,연애/타로,30,4.0,0.78,2.8
50312,2025 을사년 하반기 애정운,742,3,49255,내 팔자에 새겨진 천년배필,연애/사주,29,3.9,4.32,2.7
50312,2025 을사년 하반기 애정운,742,4,400,다시 만날 수 있을까,연애/타로,27,3.6,0.89,2.5
50312,2025 을사년 하반기 애정운,742,5,43117,내 사주의 사랑운: 연애만? 결혼까지!,연애/사주,20,2.7,2.17,1.8
51301,사주+타로: 임신운 심층 분석,117,1,49519,임신운 풀이: 삼신할매가 점지한 우리 아가,가족자녀/사주,28,23.9,123.76,17.1
51301,사주+타로: 임신운 심층 분석,117,2,34636,내 사주에 자녀 몇 명일까?: 타고난 재능과 성공운까지,가족자녀/사주,12,10.3,28.95,6.0
51301,사주+타로: 임신운 심층 분석,117,3,44899,임신 타로: 이번 달 우리 아기 찾아올까?,가족자녀/타로,11,9.4,57.42,5.3
51565,2025년 하반기 솔로 탈출 시기,468,1,2505,지금 날 좋아하는 사람은?,연애/타로,31,6.6,3.08,4.7
51565,2025년 하반기 솔로 탈출 시기,468,2,2141,그 사람의 속마음,연애/타로,30,6.4,1.24,4.5
51565,2025년 하반기 솔로 탈출 시기,468,3,13663,어떤 사람과 사귈 운명일까?,연애/타로,19,4.1,2.33,2.6
51565,2025년 하반기 솔로 탈출 시기,468,4,55723,2026년 솔로 탈출 시기,연애/사주,17,3.6,5.33,2.3
51565,2025년 하반기 솔로 탈출 시기,468,5,21964,내 사주에 연애 상대 몇 명 있을까?,연애/사주,17,3.6,2.05,2.3
52621,{{이름}}님의 3번의 결정적 결혼수💍,148,1,49255,내 팔자에 새겨진 천년배필,연애/사주,11,7.4,8.22,4.2
55360,2026년 신년운세 보고서,412,1,55723,2026년 솔로 탈출 시기,연애/사주,27,6.6,9.61,4.5
55360,2026년 신년운세 보고서,412,2,57670,2026 병오년 운세: 사랑과 인연,연애/사주,15,3.6,7.72,2.2
55360,2026년 신년운세 보고서,412,3,2141,그 사람의 속마음,연애/타로,13,3.2,0.61,1.9
55360,2026년 신년운세 보고서,412,4,2165,사주로 보는 재물운,재물금전/사주,13,3.2,4.32,1.9
55360,2026년 신년운세 보고서,412,5,49255,내 팔자에 새겨진 천년배필,연애/사주,12,2.9,3.22,1.7
55723,2026년 솔로 탈출 시기,497,1,2505,지금 날 좋아하는 사람은?,연애/타로,25,5.0,2.34,3.4
55723,2026년 솔로 탈출 시기,497,2,59089,내 운명 지도: 전국편,연애/사주,22,4.4,15.45,2.9
55723,2026년 솔로 탈출 시기,497,3,57670,2026 병오년 운세: 사랑과 인연,연애/사주,18,3.6,7.68,2.3
55723,2026년 솔로 탈출 시기,497,4,2141,그 사람의 속마음,연애/타로,15,3.0,0.59,1.8
55723,2026년 솔로 탈출 시기,497,5,31435,지금 날 간절히 원하는 사람 누구일까?,연애/타로,15,3.0,4.41,1.8
56416,[창광] 26년 병오년 사랑운과 인연운,65,1,55723,2026년 솔로 탈출 시기,연애/사주,12,18.5,27.08,10.9
56648,재회 궁합: 그 사람 반드시 돌아오게 하는 법,140,1,400,다시 만날 수 있을까,연애/타로,14,10.0,2.44,6.1
56648,재회 궁합: 그 사람 반드시 돌아오게 하는 법,140,2,2141,그 사람의 속마음,연애/타로,10,7.1,1.39,3.9
56648,재회 궁합: 그 사람 반드시 돌아오게 하는 법,140,3,49816,재회 사주: 헤어져도 다시 만날 필연,연애/사주,10,7.1,9.96,3.9
57439,2026년에 찾아올 두 명의 인연,101,1,57670,2026 병오년 운세: 사랑과 인연,연애/사주,10,9.9,21.0,5.5
57670,2026 병오년 운세: 사랑과 인연,254,1,55723,2026년 솔로 탈출 시기,연애/사주,22,8.7,12.71,5.8
57670,2026 병오년 운세: 사랑과 인연,254,2,55360,2026년 신년운세 보고서,총운/사주,14,5.5,13.06,3.3
57670,2026 병오년 운세: 사랑과 인연,254,3,2141,그 사람의 속마음,연애/타로,13,5.1,0.99,3.0
57670,2026 병오년 운세: 사랑과 인연,254,4,47704,삼신할매가 점지한 내 진짜 인연 VS 가짜 인연,연애/사주,10,3.9,3.05,2.2
57769,2026년 족집게 애정운 🌸,108,1,57670,2026 병오년 운세: 사랑과 인연,연애/사주,11,10.2,21.61,5.8
